Ano,ID BRA,Renda Mensal Total,Total de Empregos,Total de Estabelecimentos,Renda Mensal Média,Média de idade,Diversidade de Atividades,Diversidade Efetiva de Atividades,Diversidade de Ocupações,Diversidade Efetiva de Ocupações,Crescimento Nominal dos Salários (1 ano),Crescimento Nominal dos Salários (5 anos),Crescimento Nominal dos Empregos (1 ano),Crescimento Nominal dos Empregos (5 anos),Índice de Gini
2010,2ce040202,689150.680,788,25,874.560,41.160,14,1.421,37,11.613,0.105,0.189,0.021,0.045,0.349
2010,2ce040203,631782.240,837,18,754.820,38.037,13,1.226,56,18.667,0.137,0.314,0.030,0.143,0.216
2010,2ce040300,3834819.170,4827,248,794.450,34.769,87,9.324,169,33.635,0.076,0.184,-0.032,0.053,0.291
2010,2ce040301,4679698.520,5698,394,821.290,32.042,108,18.981,218,38.901,-0.078,0.095,-0.139,-0.016,0.296
2010,2ce040302,1287438.230,1669,85,771.380,35.599,51,7.697,133,36.828,0.009,0.218,-0.080,0.051,0.254
2010,2ce040400,963355.300,1084,75,888.700,36.375,37,4.479,79,27.304,-0.079,0.173,-0.193,0.046,0.325
2010,2ce040401,1648673.500,1959,62,841.590,35.653,32,5.420,129,25.121,0.073,0.223,-0.110,0.062,0.294
2010,2ce040402,945452.250,1092,41,865.800,37.953,30,2.697,70,14.867,0.038,-0.006,0.067,-0.157,0.259
2010,2ce040500,1889895.780,2227,42,848.630,37.793,30,2.201,88,17.685,0.111,0.204,0.012,0.047,0.386
2010,2ce040501,6991491.020,8523,427,820.310,34.100,107,14.392,217,33.741,0.121,0.142,0.004,0.016,0.310
2010,2ce040502,1928920.860,2294,83,840.860,36.685,46,3.984,104,19.416,-0.011,0.277,-0.210,0.085,0.344
2010,2ce040600,512950.440,685,35,748.830,38.359,21,1.973,48,16.561,-0.018,0.157,0.024,0.041,0.356
2010,2ce040601,419206.140,514,14,815.580,39.802,7,1.211,57,15.969,0.150,-0.035,0.002,-0.109,0.354
2010,2ce040602,2000547.600,2694,114,742.590,35.441,54,4.944,101,15.777,0.177,0.231,0.056,0.074,0.285
2010,2ce040603,718289.040,950,38,756.090,38.129,23,2.740,83,29.804,-0.098,0.293,-0.019,0.123,0.318
2010,2ce040604,638027.260,1041,19,612.900,35.890,13,1.259,50,7.992,0.178,0.274,0.310,0.134,0.332
2010,2ce040700,3436321.520,4380,220,784.550,34.192,73,6.388,170,26.406,0.033,0.152,-0.103,0.025,0.275
2010,2ce040701,701432.720,954,18,735.250,36.812,14,1.437,58,11.658,0.262,0.303,0.136,0.086,0.355
2010,2ce040702,891925.960,889,32,1003.290,37.444,24,2.806,101,27.833,0.348,0.183,0.214,0.032,0.370
2010,2ce040703,1819460.160,2511,43,724.600,33.040,26,3.320,83,12.276,0.258,0.146,0.014,0.004,0.275
2010,2ce050000,435481.720,583,13,746.970,38.573,11,1.271,40,10.617,-0.024,0.178,-0.101,0.007,0.330
