Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Autonomia 2013;IFGF Autonomia 2013;Ranking Estadual 2014;Ranking IFGF Autonomia 2014;IFGF Autonomia 2014;Ranking Estadual 2015;Ranking IFGF Autonomia 2015;IFGF Autonomia 2015;Ranking Estadual 2016;Ranking IFGF Autonomia 2016;IFGF Autonomia 2016;Ranking Estadual 2017;Ranking IFGF Autonomia 2017;IFGF Autonomia 2017;Ranking Estadual 2018;Ranking IFGF Autonomia 2018;IFGF Autonomia 2018
251510;PB;São Sebastião de Lagoa de Roça;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251520;PB;São Sebastião do Umbuzeiro;nd;nd;nd;nd;nd;nd;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251530;PB;Sapé;24º;3.303º;0,0000;17º;2.736º;0,1817;21º;3.036º;0,1121;20º;2.841º;0,1600;20º;2.997º;0,1470;9º;2.377º;0,3578
251540;PB;São Vicente do Seridó;24º;3.303º;0,0000;30º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;42º;3.482º;0,0000
251550;PB;Serra Branca;20º;3.154º;0,0438;16º;2.714º;0,1878;18º;2.914º;0,1548;21º;2.935º;0,1321;16º;2.848º;0,1937;23º;3.031º;0,1345
251560;PB;Serra da Raiz;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251570;PB;Serra Grande;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251580;PB;Serra Redonda;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251590;PB;Serraria;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251593;PB;Sertãozinho;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251597;PB;Sobrado;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251600;PB;Solânea;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;40º;3.404º;0,0080;33º;3.512º;0,0000;32º;3.306º;0,0465
251610;PB;Soledade;nd;nd;nd;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251615;PB;Sossêgo;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251620;PB;Sousa;15º;2.766º;0,1695;13º;2.502º;0,2649;16º;2.853º;0,1709;13º;2.407º;0,3001;12º;2.573º;0,2994;16º;2.805º;0,2082
251630;PB;Sumé;nd;nd;nd;26º;3.142º;0,0532;12º;2.336º;0,3479;17º;2.691º;0,2119;27º;3.321º;0,0502;34º;3.337º;0,0399
251640;PB;Tacima;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251650;PB;Taperoá;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251660;PB;Tavares;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251670;PB;Teixeira;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251675;PB;Tenório;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251680;PB;Triunfo;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251690;PB;Uiraúna;24º;3.303º;0,0000;nd;nd;nd;34º;3.416º;0,0000;43º;3.432º;0,0000;24º;3.278º;0,0597;24º;3.034º;0,1341
251700;PB;Umbuzeiro;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251710;PB;Várzea;24º;3.303º;0,0000;nd;nd;nd;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251720;PB;Vieirópolis;24º;3.303º;0,0000;30º;3.311º;0,0000;34º;3.416º;0,0000;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
251740;PB;Zabelê;24º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;43º;3.432º;0,0000;33º;3.512º;0,0000;42º;3.482º;0,0000
260005;PE;Abreu e Lima;7º;909º;0,9784;17º;1.297º;0,7527;19º;1.725º;0,5850;18º;1.916º;0,4831;24º;2.235º;0,4204;26º;2.313º;0,3778
260010;PE;Afogados da Ingazeira;36º;2.592º;0,2368;41º;2.563º;0,2402;35º;2.560º;0,2681;46º;2.824º;0,1662;28º;2.443º;0,3502;29º;2.409º;0,3450
260020;PE;Afrânio;79º;3.303º;0,0000;78º;3.311º;0,0000;70º;3.313º;0,0266;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260030;PE;Agrestina;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260040;PE;Água Preta;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260050;PE;Águas Belas;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260060;PE;Alagoinha;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260070;PE;Aliança;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;nd;nd;nd;81º;3.512º;0,0000;89º;3.482º;0,0000
260080;PE;Altinho;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;59º;3.160º;0,0943;49º;2.916º;0,1693
260090;PE;Amaraji;50º;2.814º;0,1554;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;52º;3.101º;0,1128;57º;3.018º;0,1402
260100;PE;Angelim;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260105;PE;Araçoiaba;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260110;PE;Araripina;39º;2.674º;0,2059;24º;1.910º;0,4825;31º;2.395º;0,3257;26º;2.202º;0,3691;21º;2.023º;0,5028;27º;2.335º;0,3697
260120;PE;Arcoverde;18º;1.585º;0,6371;47º;2.722º;0,1855;62º;3.121º;0,0850;59º;3.187º;0,0614;49º;3.062º;0,1265;59º;3.064º;0,1239
260130;PE;Barra de Guabiraba;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260140;PE;Barreiros;30º;2.320º;0,3448;61º;3.024º;0,0901;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260150;PE;Belém de Maria;nd;nd;nd;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260160;PE;Belém do São Francisco;24º;1.938º;0,4936;42º;2.566º;0,2395;49º;2.970º;0,1371;68º;3.258º;0,0440;68º;3.340º;0,0454;37º;2.646º;0,2638
260170;PE;Belo Jardim;13º;1.246º;0,7929;18º;1.316º;0,7411;8º;1.077º;0,8687;9º;1.080º;0,8219;9º;1.171º;0,8657;17º;1.622º;0,6534
260180;PE;Betânia;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260190;PE;Bezerros;79º;3.303º;0,0000;78º;3.311º;0,0000;66º;3.206º;0,0575;78º;3.432º;0,0000;77º;3.461º;0,0129;78º;3.398º;0,0227
260200;PE;Bodocó;79º;3.303º;0,0000;73º;3.274º;0,0102;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260210;PE;Bom Conselho;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;70º;3.311º;0,0299;81º;3.512º;0,0000;89º;3.482º;0,0000
260220;PE;Bom Jardim;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260230;PE;Bonito;78º;3.282º;0,0071;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260240;PE;Brejão;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260250;PE;Brejinho;79º;3.303º;0,0000;23º;1.903º;0,4855;25º;2.007º;0,4719;24º;2.040º;0,4329;25º;2.292º;0,4025;30º;2.434º;0,3377
260260;PE;Brejo da Madre de Deus;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260270;PE;Buenos Aires;74º;3.213º;0,0271;78º;3.311º;0,0000;54º;3.045º;0,1104;58º;3.150º;0,0722;41º;2.890º;0,1797;45º;2.823º;0,2043
260280;PE;Buíque;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;71º;3.283º;0,0529
260290;PE;Cabo de Santo Agostinho;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
260300;PE;Cabrobó;41º;2.686º;0,2015;56º;2.937º;0,1143;80º;3.397º;0,0046;78º;3.432º;0,0000;81º;3.512º;0,0000;41º;2.731º;0,2347
260310;PE;Cachoeirinha;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260320;PE;Caetés;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260330;PE;Calçado;79º;3.303º;0,0000;nd;nd;nd;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260340;PE;Calumbi;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260345;PE;Camaragibe;34º;2.512º;0,2711;22º;1.893º;0,4886;45º;2.773º;0,1949;76º;3.377º;0,0149;81º;3.512º;0,0000;67º;3.183º;0,0853
260350;PE;Camocim de São Félix;53º;2.830º;0,1486;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260360;PE;Camutanga;nd;nd;nd;15º;1.193º;0,7951;16º;1.586º;0,6426;14º;1.498º;0,6448;13º;1.481º;0,7164;15º;1.511º;0,7046
260370;PE;Canhotinho;79º;3.303º;0,0000;78º;3.311º;0,0000;69º;3.273º;0,0383;78º;3.432º;0,0000;61º;3.180º;0,0910;64º;3.128º;0,1039
260380;PE;Capoeiras;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;72º;3.322º;0,0276;81º;3.512º;0,0000;83º;3.426º;0,0143
260390;PE;Carnaíba;79º;3.303º;0,0000;77º;3.300º;0,0040;83º;3.416º;0,0000;65º;3.220º;0,0519;64º;3.313º;0,0529;89º;3.482º;0,0000
260392;PE;Carnaubeira da Penha;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260400;PE;Carpina;19º;1.640º;0,6102;36º;2.362º;0,3181;63º;3.178º;0,0676;28º;2.218º;0,3636;17º;1.745º;0,6071;18º;1.674º;0,6335
260410;PE;Caruaru;15º;1.446º;0,6941;19º;1.485º;0,6563;9º;1.132º;0,8422;7º;994º;0,8632;7º;997º;0,9542;9º;1.127º;0,8800
260415;PE;Casinhas;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260420;PE;Catende;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260430;PE;Cedro;65º;2.990º;0,0978;60º;3.018º;0,0910;83º;3.416º;0,0000;77º;3.386º;0,0130;81º;3.512º;0,0000;89º;3.482º;0,0000
260440;PE;Chã de Alegria;61º;2.936º;0,1174;78º;3.311º;0,0000;76º;3.371º;0,0136;62º;3.199º;0,0590;81º;3.512º;0,0000;89º;3.482º;0,0000
260450;PE;Chã Grande;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260460;PE;Condado;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260470;PE;Correntes;nd;nd;nd;nd;nd;nd;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260480;PE;Cortês;21º;1.782º;0,5504;13º;1.158º;0,8115;36º;2.591º;0,2579;32º;2.503º;0,2679;44º;2.926º;0,1693;89º;3.482º;0,0000
260490;PE;Cumaru;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260500;PE;Cupira;nd;nd;nd;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260510;PE;Custódia;59º;2.912º;0,1240;30º;2.151º;0,3926;32º;2.444º;0,3061;27º;2.205º;0,3680;47º;3.027º;0,1372;44º;2.821º;0,2047
260515;PE;Dormentes;67º;3.066º;0,0723;57º;2.954º;0,1077;81º;3.405º;0,0020;78º;3.432º;0,0000;81º;3.512º;0,0000;85º;3.437º;0,0111
260520;PE;Escada;20º;1.781º;0,5505;62º;3.046º;0,0842;68º;3.228º;0,0528;64º;3.219º;0,0524;36º;2.773º;0,2257;28º;2.396º;0,3504
260530;PE;Exu;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260540;PE;Feira Nova;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260550;PE;Ferreiros;62º;2.943º;0,1160;78º;3.311º;0,0000;56º;3.072º;0,0996;61º;3.195º;0,0599;81º;3.512º;0,0000;77º;3.384º;0,0264
260560;PE;Flores;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;81º;3.414º;0,0185
260570;PE;Floresta;8º;1.005º;0,9227;7º;851º;0,9695;14º;1.453º;0,6968;25º;2.162º;0,3853;18º;1.860º;0,5665;20º;1.823º;0,5668
260580;PE;Frei Miguelinho;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260590;PE;Gameleira;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260600;PE;Garanhuns;12º;1.233º;0,7969;16º;1.261º;0,7652;15º;1.569º;0,6479;13º;1.291º;0,7274;14º;1.520º;0,7016;11º;1.310º;0,7896
260610;PE;Glória do Goitá;79º;3.303º;0,0000;68º;3.248º;0,0154;67º;3.211º;0,0567;40º;2.655º;0,2218;35º;2.716º;0,2462;35º;2.615º;0,2761
260620;PE;Goiana;9º;1.028º;0,9143;11º;1.096º;0,8461;6º;985º;0,9163;22º;2.007º;0,4463;8º;1.061º;0,9168;1º;1º;1,0000
260630;PE;Granito;48º;2.805º;0,1576;43º;2.590º;0,2319;43º;2.741º;0,2054;41º;2.678º;0,2155;37º;2.824º;0,2010;36º;2.630º;0,2716
260640;PE;Gravatá;40º;2.684º;0,2023;25º;1.964º;0,4592;20º;1.815º;0,5491;16º;1.823º;0,5195;19º;1.928º;0,5408;16º;1.591º;0,6658
260650;PE;Iati;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260660;PE;Ibimirim;77º;3.276º;0,0084;76º;3.298º;0,0043;78º;3.385º;0,0087;75º;3.365º;0,0181;79º;3.488º;0,0058;74º;3.297º;0,0487
260670;PE;Ibirajuba;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260680;PE;Igarassu;54º;2.843º;0,1453;26º;1.997º;0,4485;26º;2.090º;0,4315;15º;1.592º;0,6165;12º;1.416º;0,7434;13º;1.453º;0,7228
260690;PE;Iguaracy;63º;2.949º;0,1146;59º;3.005º;0,0947;51º;2.984º;0,1328;36º;2.545º;0,2550;80º;3.490º;0,0052;46º;2.867º;0,1871
260700;PE;Inajá;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260710;PE;Ingazeira;23º;1.910º;0,5022;40º;2.560º;0,2407;44º;2.756º;0,2012;50º;2.891º;0,1452;55º;3.118º;0,1098;47º;2.889º;0,1793
260720;PE;Ipojuca;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
260730;PE;Ipubi;46º;2.752º;0,1752;48º;2.727º;0,1848;38º;2.693º;0,2189;48º;2.855º;0,1557;42º;2.899º;0,1771;53º;2.956º;0,1564
260740;PE;Itacuruba;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;56º;3.138º;0,1011;60º;3.070º;0,1220
260750;PE;Itaíba;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260760;PE;Ilha de Itamaracá;38º;2.639º;0,2172;14º;1.166º;0,8078;1º;1º;1,0000;11º;1.106º;0,8077;22º;2.063º;0,4910;42º;2.737º;0,2320
260765;PE;Itambé;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260770;PE;Itapetim;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;57º;3.140º;0,1005;43º;2.752º;0,2265
260775;PE;Itapissuma;10º;1.161º;0,8412;8º;1.011º;0,8871;10º;1.174º;0,8225;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
260780;PE;Itaquitinga;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260790;PE;Jaboatão dos Guararapes;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
260795;PE;Jaqueira;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260800;PE;Jataúba;73º;3.207º;0,0286;78º;3.311º;0,0000;79º;3.392º;0,0049;69º;3.306º;0,0315;66º;3.326º;0,0484;75º;3.320º;0,0441
260805;PE;Jatobá;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260810;PE;João Alfredo;68º;3.069º;0,0713;78º;3.311º;0,0000;83º;3.416º;0,0000;74º;3.348º;0,0214;76º;3.418º;0,0222;89º;3.482º;0,0000
260820;PE;Joaquim Nabuco;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;75º;3.405º;0,0263;89º;3.482º;0,0000
260825;PE;Jucati;79º;3.303º;0,0000;78º;3.311º;0,0000;74º;3.348º;0,0179;78º;3.432º;0,0000;81º;3.512º;0,0000;88º;3.472º;0,0027
260830;PE;Jupi;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;87º;3.464º;0,0046
260840;PE;Jurema;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260845;PE;Lagoa do Carro;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260850;PE;Lagoa de Itaenga;32º;2.452º;0,2934;31º;2.160º;0,3900;34º;2.505º;0,2870;44º;2.794º;0,1779;39º;2.870º;0,1871;89º;3.482º;0,0000
260860;PE;Lagoa do Ouro;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260870;PE;Lagoa dos Gatos;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260875;PE;Lagoa Grande;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260880;PE;Lajedo;75º;3.217º;0,0266;58º;2.995º;0,0974;73º;3.340º;0,0201;52º;2.937º;0,1317;53º;3.104º;0,1125;62º;3.104º;0,1119
260890;PE;Limoeiro;29º;2.242º;0,3753;39º;2.484º;0,2725;30º;2.379º;0,3304;35º;2.544º;0,2553;48º;3.029º;0,1357;32º;2.452º;0,3311
260900;PE;Macaparana;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260910;PE;Machados;35º;2.561º;0,2466;72º;3.270º;0,0104;60º;3.098º;0,0902;66º;3.235º;0,0491;70º;3.367º;0,0383;52º;2.940º;0,1610
260915;PE;Manari;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260920;PE;Maraial;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260930;PE;Mirandiba;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260940;PE;Moreno;58º;2.897º;0,1281;69º;3.255º;0,0140;40º;2.727º;0,2092;39º;2.654º;0,2235;60º;3.179º;0,0910;65º;3.153º;0,0974
260950;PE;Nazaré da Mata;31º;2.337º;0,3369;44º;2.599º;0,2280;53º;3.022º;0,1178;54º;2.975º;0,1218;74º;3.400º;0,0281;79º;3.403º;0,0209
260960;PE;Olinda;14º;1.258º;0,7876;9º;1.079º;0,8526;7º;1.052º;0,8788;6º;766º;0,9816;1º;1º;1,0000;1º;1º;1,0000
260970;PE;Orobó;79º;3.303º;0,0000;71º;3.262º;0,0111;59º;3.091º;0,0931;42º;2.736º;0,1953;51º;3.088º;0,1177;51º;2.935º;0,1624
260980;PE;Orocó;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
260990;PE;Ouricuri;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
261000;PE;Palmares;26º;1.998º;0,4695;32º;2.168º;0,3842;24º;2.005º;0,4728;19º;1.918º;0,4825;27º;2.379º;0,3702;23º;2.077º;0,4696
261010;PE;Palmeirina;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
261020;PE;Panelas;nd;nd;nd;75º;3.295º;0,0048;75º;3.350º;0,0178;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
261030;PE;Paranatama;nd;nd;nd;nd;nd;nd;22º;1.958º;0,4920;78º;3.432º;0,0000;81º;3.512º;0,0000;40º;2.721º;0,2376
261040;PE;Parnamirim;33º;2.468º;0,2849;78º;3.311º;0,0000;82º;3.414º;0,0001;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
261050;PE;Passira;71º;3.184º;0,0362;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
261060;PE;Paudalho;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;70º;3.267º;0,0566
261070;PE;Paulista;16º;1.509º;0,6704;12º;1.133º;0,8255;17º;1.656º;0,6168;10º;1.096º;0,8139;10º;1.258º;0,8197;1º;1º;1,0000
261080;PE;Pedra;79º;3.303º;0,0000;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
261090;PE;Pesqueira;57º;2.891º;0,1296;49º;2.780º;0,1679;58º;3.089º;0,0942;63º;3.204º;0,0566;31º;2.567º;0,3014;58º;3.022º;0,1378
261100;PE;Petrolândia;1º;1º;1,0000;1º;1º;1,0000;13º;1.327º;0,7563;31º;2.392º;0,3061;29º;2.463º;0,3407;25º;2.262º;0,4015
261110;PE;Petrolina;11º;1.162º;0,8412;10º;1.089º;0,8492;12º;1.195º;0,8151;8º;1.070º;0,8284;15º;1.546º;0,6916;14º;1.458º;0,7222
261120;PE;Poção;nd;nd;nd;78º;3.311º;0,0000;83º;3.416º;0,0000;78º;3.432º;0,0000;81º;3.512º;0,0000;89º;3.482º;0,0000
