Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Investimentos 2013;IFGF Investimentos 2013;Ranking Estadual 2014;Ranking IFGF Investimentos 2014;IFGF Investimentos 2014;Ranking Estadual 2015;Ranking IFGF Investimentos 2015;IFGF Investimentos 2015;Ranking Estadual 2016;Ranking IFGF Investimentos 2016;IFGF Investimentos 2016;Ranking Estadual 2017;Ranking IFGF Investimentos 2017;IFGF Investimentos 2017;Ranking Estadual 2018;Ranking IFGF Investimentos 2018;IFGF Investimentos 2018
410520;PR;Cerro Azul;166º;1.975º;0,5983;383º;5.017º;0,1788;238º;2.588º;0,4493;377º;4.311º;0,2097;298º;2.932º;0,2774;327º;2.965º;0,3836
410530;PR;Céu Azul;260º;3.218º;0,3950;197º;2.128º;0,7138;322º;3.632º;0,3164;188º;1.476º;0,6407;194º;1.786º;0,4149;301º;2.380º;0,4598
410540;PR;Chopinzinho;165º;1.974º;0,5984;211º;2.294º;0,6791;343º;3.930º;0,2801;326º;3.164º;0,3640;227º;2.082º;0,3732;171º;729º;0,8254
410550;PR;Cianorte;277º;3.580º;0,3444;359º;4.479º;0,3097;262º;2.918º;0,4053;233º;1.834º;0,5668;207º;1.924º;0,3951;365º;4.140º;0,2516
410560;PR;Cidade Gaúcha;309º;4.045º;0,2812;185º;1.938º;0,7603;213º;2.238º;0,4989;1º;1º;1,0000;154º;1.399º;0,4813;1º;1º;1,0000
410570;PR;Clevelândia;106º;1.163º;0,7743;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;38º;236º;0,9255;1º;1º;1,0000
410580;PR;Colombo;306º;4.023º;0,2840;300º;3.341º;0,4986;392º;5.020º;0,1266;251º;2.016º;0,5326;332º;3.508º;0,2204;339º;3.388º;0,3363
410590;PR;Colorado;224º;2.724º;0,4647;265º;2.880º;0,5779;333º;3.783º;0,2976;210º;1.654º;0,6050;302º;2.993º;0,2712;289º;2.050º;0,5100
410600;PR;Congonhinhas;245º;2.993º;0,4274;213º;2.297º;0,6784;350º;4.034º;0,2666;291º;2.617º;0,4377;321º;3.258º;0,2448;176º;785º;0,8040
410610;PR;Conselheiro Mairinck;nd;nd;nd;254º;2.706º;0,6035;314º;3.515º;0,3304;182º;1.406º;0,6609;82º;568º;0,7069;134º;536º;0,9257
410620;PR;Contenda;1º;1º;1,0000;322º;3.699º;0,4404;345º;3.964º;0,2763;215º;1.678º;0,5990;254º;2.394º;0,3341;153º;652º;0,8619
410630;PR;Corbélia;320º;4.183º;0,2618;302º;3.359º;0,4957;317º;3.558º;0,3252;212º;1.670º;0,6009;339º;3.575º;0,2148;120º;463º;0,9745
410640;PR;Cornélio Procópio;362º;4.817º;0,1664;348º;4.146º;0,3713;325º;3.655º;0,3137;385º;4.693º;0,1525;383º;4.807º;0,1099;355º;3.846º;0,2881
410645;PR;Coronel Domingos Soares;225º;2.729º;0,4639;227º;2.458º;0,6498;1º;1º;1,0000;355º;3.682º;0,2985;364º;4.184º;0,1643;1º;1º;1,0000
410650;PR;Coronel Vivida;54º;591º;0,9877;286º;3.090º;0,5417;209º;2.172º;0,5098;263º;2.129º;0,5129;318º;3.215º;0,2488;1º;1º;1,0000
410655;PR;Corumbataí do Sul;117º;1.292º;0,7348;1º;1º;1,0000;295º;3.276º;0,3591;257º;2.077º;0,5217;349º;3.912º;0,1864;251º;1.528º;0,6051
410657;PR;Cruzeiro do Iguaçu;102º;1.075º;0,8010;164º;1.726º;0,8030;89º;871º;0,7945;140º;986º;0,7811;144º;1.277º;0,5069;1º;1º;1,0000
410660;PR;Cruzeiro do Oeste;204º;2.498º;0,5015;319º;3.644º;0,4494;361º;4.196º;0,2473;155º;1.111º;0,7414;325º;3.280º;0,2423;nd;nd;nd
410670;PR;Cruzeiro do Sul;nd;nd;nd;nd;nd;nd;179º;1.793º;0,5699;329º;3.184º;0,3619;90º;711º;0,6488;345º;3.602º;0,3151
410680;PR;Cruz Machado;377º;5.154º;0,0899;nd;nd;nd;299º;3.335º;0,3526;353º;3.669º;0,2994;225º;2.075º;0,3741;369º;4.269º;0,2376
410685;PR;Cruzmaltina;355º;4.677º;0,1896;127º;1.346º;0,8935;194º;1.985º;0,5390;271º;2.277º;0,4910;261º;2.450º;0,3280;1º;1º;1,0000
410690;PR;Curitiba;269º;3.410º;0,3714;384º;5.031º;0,1742;394º;5.164º;0,0965;393º;4.962º;0,0999;381º;4.666º;0,1238;380º;5.032º;0,1321
410700;PR;Curiúva;354º;4.668º;0,1912;324º;3.709º;0,4381;377º;4.683º;0,1840;392º;4.945º;0,1055;175º;1.616º;0,4418;184º;836º;0,7825
410710;PR;Diamante do Norte;369º;4.978º;0,1347;244º;2.585º;0,6241;351º;4.050º;0,2648;167º;1.239º;0,6997;232º;2.138º;0,3674;329º;3.021º;0,3769
410712;PR;Diamante do Sul;nd;nd;nd;263º;2.847º;0,5815;169º;1.697º;0,5865;153º;1.089º;0,7493;51º;342º;0,8288;116º;438º;0,9892
410715;PR;Diamante D'Oeste;157º;1.917º;0,6103;1º;1º;1,0000;53º;569º;0,9240;199º;1.534º;0,6283;83º;581º;0,6999;1º;1º;1,0000
410720;PR;Dois Vizinhos;71º;753º;0,9169;150º;1.530º;0,8472;1º;1º;1,0000;91º;577º;0,9741;120º;1.125º;0,5383;214º;1.062º;0,7102
410725;PR;Douradina;153º;1.858º;0,6232;353º;4.328º;0,3382;168º;1.685º;0,5879;1º;1º;1,0000;319º;3.220º;0,2481;1º;1º;1,0000
410730;PR;Doutor Camargo;80º;841º;0,8849;139º;1.441º;0,8697;162º;1.556º;0,6114;235º;1.865º;0,5615;223º;2.054º;0,3784;138º;569º;0,9068
410740;PR;Enéas Marques;331º;4.307º;0,2454;325º;3.712º;0,4378;282º;3.169º;0,3733;285º;2.521º;0,4522;231º;2.128º;0,3689;1º;1º;1,0000
410750;PR;Engenheiro Beltrão;192º;2.348º;0,5275;269º;2.914º;0,5712;226º;2.431º;0,4720;203º;1.563º;0,6223;239º;2.201º;0,3586;182º;817º;0,7912
410752;PR;Esperança Nova;103º;1.112º;0,7905;289º;3.136º;0,5338;1º;1º;1,0000;327º;3.170º;0,3634;226º;2.081º;0,3733;1º;1º;1,0000
410753;PR;Entre Rios do Oeste;156º;1.902º;0,6139;1º;1º;1,0000;143º;1.356º;0,6549;184º;1.422º;0,6554;186º;1.723º;0,4247;149º;615º;0,8814
410754;PR;Espigão Alto do Iguaçu;305º;4.020º;0,2848;237º;2.534º;0,6336;208º;2.170º;0,5100;1º;1º;1,0000;334º;3.520º;0,2198;233º;1.315º;0,6510
410755;PR;Farol;83º;893º;0,8610;236º;2.533º;0,6336;303º;3.411º;0,3426;209º;1.641º;0,6084;151º;1.368º;0,4860;1º;1º;1,0000
410760;PR;Faxinal;97º;1.019º;0,8217;102º;1.133º;0,9551;117º;1.153º;0,7041;157º;1.125º;0,7377;79º;532º;0,7221;124º;494º;0,9536
410765;PR;Fazenda Rio Grande;274º;3.485º;0,3613;380º;4.926º;0,2095;340º;3.863º;0,2884;239º;1.893º;0,5567;255º;2.397º;0,3335;341º;3.443º;0,3299
410770;PR;Fênix;95º;1.002º;0,8257;314º;3.605º;0,4549;236º;2.581º;0,4503;344º;3.549º;0,3138;219º;2.021º;0,3819;1º;1º;1,0000
410773;PR;Fernandes Pinheiro;1º;1º;1,0000;1º;1º;1,0000;58º;586º;0,9161;1º;1º;1,0000;93º;731º;0,6401;1º;1º;1,0000
410775;PR;Figueira;163º;1.968º;0,5994;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
410780;PR;Floraí;79º;831º;0,8873;144º;1.486º;0,8574;99º;988º;0,7479;1º;1º;1,0000;56º;380º;0,8074;163º;706º;0,8372
410785;PR;Flor da Serra do Sul;173º;2.075º;0,5782;1º;1º;1,0000;182º;1.836º;0,5636;1º;1º;1,0000;86º;642º;0,6758;1º;1º;1,0000
410790;PR;Floresta;326º;4.255º;0,2525;301º;3.352º;0,4963;144º;1.370º;0,6505;1º;1º;1,0000;213º;1.953º;0,3909;179º;812º;0,7938
410800;PR;Florestópolis;329º;4.297º;0,2465;103º;1.140º;0,9532;349º;4.026º;0,2677;284º;2.499º;0,4550;244º;2.279º;0,3482;347º;3.631º;0,3119
410810;PR;Flórida;249º;3.016º;0,4234;1º;1º;1,0000;1º;1º;1,0000;119º;846º;0,8369;206º;1.913º;0,3969;1º;1º;1,0000
410820;PR;Formosa do Oeste;67º;726º;0,9259;277º;3.001º;0,5572;186º;1.864º;0,5601;252º;2.017º;0,5323;279º;2.691º;0,3009;173º;775º;0,8095
410830;PR;Foz do Iguaçu;337º;4.379º;0,2337;330º;3.831º;0,4189;359º;4.186º;0,2486;376º;4.280º;0,2144;374º;4.457º;0,1413;317º;2.671º;0,4206
410832;PR;Francisco Alves;213º;2.597º;0,4854;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
410840;PR;Francisco Beltrão;1º;1º;1,0000;225º;2.440º;0,6534;212º;2.235º;0,4990;198º;1.529º;0,6295;235º;2.160º;0,3649;315º;2.648º;0,4231
410845;PR;Foz do Jordão;191º;2.345º;0,5277;217º;2.344º;0,6708;271º;3.022º;0,3905;1º;1º;1,0000;299º;2.959º;0,2745;1º;1º;1,0000
410850;PR;General Carneiro;302º;3.996º;0,2893;317º;3.641º;0,4499;222º;2.370º;0,4815;121º;854º;0,8327;180º;1.659º;0,4352;126º;504º;0,9428
410855;PR;Godoy Moreira;123º;1.358º;0,7194;94º;1.049º;0,9830;221º;2.362º;0,4824;93º;595º;0,9543;48º;304º;0,8492;nd;nd;nd
410860;PR;Goioerê;183º;2.223º;0,5524;1º;1º;1,0000;261º;2.896º;0,4081;1º;1º;1,0000;31º;183º;0,9848;199º;908º;0,7603
410865;PR;Goioxim;135º;1.593º;0,6715;362º;4.530º;0,2994;374º;4.538º;0,2017;350º;3.601º;0,3078;126º;1.191º;0,5263;1º;1º;1,0000
410870;PR;Grandes Rios;1º;1º;1,0000;234º;2.517º;0,6371;191º;1.935º;0,5477;256º;2.073º;0,5222;137º;1.243º;0,5128;254º;1.548º;0,5987
410880;PR;Guaíra;231º;2.833º;0,4481;293º;3.218º;0,5218;341º;3.891º;0,2840;244º;1.933º;0,5492;344º;3.711º;0,2030;241º;1.419º;0,6300
410890;PR;Guairaçá;229º;2.808º;0,4526;375º;4.841º;0,2311;288º;3.221º;0,3676;351º;3.610º;0,3066;103º;842º;0,6065;309º;2.513º;0,4409
410895;PR;Guamiranga;1º;1º;1,0000;181º;1.899º;0,7682;68º;681º;0,8723;1º;1º;1,0000;67º;455º;0,7606;165º;717º;0,8307
410900;PR;Guapirama;130º;1.472º;0,6910;101º;1.124º;0,9582;60º;603º;0,9077;95º;620º;0,9398;1º;1º;1,0000;167º;720º;0,8305
410910;PR;Guaporema;61º;665º;0,9502;1º;1º;1,0000;215º;2.318º;0,4877;384º;4.689º;0,1538;39º;238º;0,9254;215º;1.067º;0,7088
410920;PR;Guaraci;254º;3.099º;0,4115;nd;nd;nd;200º;2.050º;0,5303;240º;1.897º;0,5559;356º;4.038º;0,1765;304º;2.453º;0,4495
410930;PR;Guaraniaçu;255º;3.113º;0,4101;193º;2.075º;0,7279;214º;2.257º;0,4961;226º;1.777º;0,5783;241º;2.238º;0,3536;189º;870º;0,7727
410940;PR;Guarapuava;252º;3.087º;0,4130;203º;2.173º;0,7014;183º;1.846º;0,5628;142º;1.012º;0,7724;259º;2.443º;0,3287;283º;1.954º;0,5258
410950;PR;Guaraqueçaba;368º;4.957º;0,1387;382º;5.013º;0,1804;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
410960;PR;Guaratuba;215º;2.610º;0,4830;1º;1º;1,0000;355º;4.098º;0,2585;247º;1.943º;0,5470;324º;3.272º;0,2436;275º;1.791º;0,5511
410965;PR;Honório Serpa;60º;661º;0,9515;166º;1.758º;0,7967;342º;3.903º;0,2831;145º;1.021º;0,7711;380º;4.665º;0,1238;1º;1º;1,0000
410970;PR;Ibaiti;234º;2.878º;0,4430;266º;2.884º;0,5774;300º;3.336º;0,3526;347º;3.574º;0,3108;230º;2.118º;0,3699;281º;1.943º;0,5277
410975;PR;Ibema;1º;1º;1,0000;204º;2.185º;0,7000;396º;5.249º;0,0662;253º;2.020º;0,5320;210º;1.941º;0,3927;1º;1º;1,0000
410980;PR;Ibiporã;140º;1.713º;0,6478;297º;3.287º;0,5081;93º;941º;0,7663;1º;1º;1,0000;278º;2.684º;0,3016;342º;3.454º;0,3284
410990;PR;Icaraíma;137º;1.671º;0,6561;242º;2.578º;0,6256;72º;731º;0,8522;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
411000;PR;Iguaraçu;1º;1º;1,0000;288º;3.120º;0,5366;71º;728º;0,8537;165º;1.221º;0,7032;362º;4.124º;0,1688;nd;nd;nd
411005;PR;Iguatu;1º;1º;1,0000;1º;1º;1,0000;51º;546º;0,9364;1º;1º;1,0000;62º;417º;0,7849;1º;1º;1,0000
411007;PR;Imbaú;200º;2.447º;0,5097;209º;2.236º;0,6898;54º;570º;0,9231;158º;1.131º;0,7351;88º;701º;0,6527;128º;509º;0,9413
411010;PR;Imbituva;146º;1.797º;0,6329;129º;1.360º;0,8920;70º;702º;0,8629;99º;664º;0,9205;1º;1º;1,0000;202º;938º;0,7518
411020;PR;Inácio Martins;199º;2.445º;0,5104;199º;2.147º;0,7091;252º;2.779º;0,4226;191º;1.485º;0,6392;193º;1.783º;0,4158;1º;1º;1,0000
411030;PR;Inajá;nd;nd;nd;381º;5.008º;0,1836;332º;3.731º;0,3044;346º;3.573º;0,3108;116º;1.063º;0,5511;nd;nd;nd
411040;PR;Indianópolis;84º;899º;0,8581;100º;1.123º;0,9594;50º;539º;0,9400;1º;1º;1,0000;1º;1º;1,0000;213º;1.042º;0,7178
411050;PR;Ipiranga;380º;5.262º;0,0414;352º;4.298º;0,3438;388º;4.881º;0,1499;225º;1.776º;0,5785;252º;2.381º;0,3357;1º;1º;1,0000
411060;PR;Iporã;154º;1.859º;0,6229;1º;1º;1,0000;74º;746º;0,8460;104º;679º;0,9154;131º;1.213º;0,5204;122º;473º;0,9687
411065;PR;Iracema do Oeste;344º;4.474º;0,2195;104º;1.146º;0,9522;57º;585º;0,9169;115º;803º;0,8589;100º;815º;0,6170;1º;1º;1,0000
411070;PR;Irati;304º;4.006º;0,2875;276º;2.987º;0,5599;97º;978º;0,7495;217º;1.694º;0,5957;176º;1.617º;0,4416;238º;1.345º;0,6458
411080;PR;Iretama;227º;2.768º;0,4590;247º;2.610º;0,6207;367º;4.385º;0,2221;370º;4.118º;0,2386;320º;3.256º;0,2449;nd;nd;nd
411090;PR;Itaguajé;nd;nd;nd;206º;2.192º;0,6988;319º;3.589º;0,3220;288º;2.577º;0,4441;115º;1.054º;0,5536;230º;1.286º;0,6567
411095;PR;Itaipulândia;212º;2.595º;0,4864;125º;1.326º;0,8999;1º;1º;1,0000;102º;671º;0,9185;166º;1.525º;0,4594;360º;4.016º;0,2652
411100;PR;Itambaracá;1º;1º;1,0000;140º;1.442º;0,8696;103º;1.030º;0,7381;223º;1.747º;0,5838;309º;3.121º;0,2582;236º;1.342º;0,6478
411110;PR;Itambé;345º;4.492º;0,2174;253º;2.691º;0,6063;114º;1.116º;0,7157;nd;nd;nd;143º;1.276º;0,5070;114º;435º;0,9922
411120;PR;Itapejara d'Oeste;1º;1º;1,0000;115º;1.225º;0,9296;1º;1º;1,0000;1º;1º;1,0000;101º;829º;0,6113;1º;1º;1,0000
411125;PR;Itaperuçu;155º;1.899º;0,6143;114º;1.224º;0,9300;67º;670º;0,8782;1º;1º;1,0000;312º;3.141º;0,2570;248º;1.478º;0,6165
411130;PR;Itaúna do Sul;358º;4.720º;0,1820;124º;1.292º;0,9085;1º;1º;1,0000;229º;1.805º;0,5737;119º;1.095º;0,5453;1º;1º;1,0000
411140;PR;Ivaí;86º;912º;0,8529;1º;1º;1,0000;113º;1.111º;0,7168;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
411150;PR;Ivaiporã;1º;1º;1,0000;172º;1.824º;0,7857;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;253º;1.540º;0,6015
411155;PR;Ivaté;1º;1º;1,0000;260º;2.829º;0,5835;246º;2.689º;0,4349;345º;3.560º;0,3121;177º;1.624º;0,4405;1º;1º;1,0000
411160;PR;Ivatuba;378º;5.174º;0,0840;1º;1º;1,0000;339º;3.856º;0,2888;131º;917º;0,8057;187º;1.724º;0,4247;196º;898º;0,7632
411170;PR;Jaboti;175º;2.110º;0,5711;1º;1º;1,0000;86º;855º;0,7984;1º;1º;1,0000;58º;385º;0,8051;288º;2.040º;0,5119
411180;PR;Jacarezinho;336º;4.365º;0,2372;354º;4.356º;0,3325;136º;1.306º;0,6665;175º;1.357º;0,6697;281º;2.709º;0,2997;349º;3.683º;0,3061
411190;PR;Jaguapitã;120º;1.313º;0,7316;194º;2.116º;0,7173;240º;2.620º;0,4444;365º;4.054º;0,2484;363º;4.153º;0,1665;296º;2.222º;0,4841
411200;PR;Jaguariaíva;65º;720º;0,9291;198º;2.135º;0,7123;1º;1º;1,0000;151º;1.076º;0,7523;108º;889º;0,5956;208º;1.021º;0,7232
411210;PR;Jandaia do Sul;69º;734º;0,9227;1º;1º;1,0000;166º;1.652º;0,5940;206º;1.616º;0,6111;157º;1.409º;0,4793;287º;2.031º;0,5135
411220;PR;Janiópolis;127º;1.409º;0,7079;1º;1º;1,0000;304º;3.412º;0,3422;1º;1º;1,0000;269º;2.558º;0,3159;243º;1.467º;0,6180
411230;PR;Japira;78º;828º;0,8906;89º;1.004º;0,9993;164º;1.592º;0,6049;312º;2.950º;0,3933;149º;1.358º;0,4891;231º;1.303º;0,6539
411240;PR;Japurá;52º;578º;0,9932;313º;3.574º;0,4593;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;247º;1.475º;0,6172
411250;PR;Jardim Alegre;nd;nd;nd;200º;2.153º;0,7078;313º;3.458º;0,3372;364º;4.017º;0,2528;139º;1.260º;0,5100;284º;1.972º;0,5229
411260;PR;Jardim Olinda;112º;1.242º;0,7525;245º;2.587º;0,6232;358º;4.166º;0,2509;328º;3.174º;0,3630;243º;2.277º;0,3486;293º;2.208º;0,4856
411270;PR;Jataizinho;188º;2.309º;0,5348;nd;nd;nd;63º;627º;0,8947;386º;4.755º;0,1451;358º;4.078º;0,1722;320º;2.797º;0,4033
411275;PR;Jesuítas;101º;1.060º;0,8083;252º;2.676º;0,6093;46º;494º;0,9638;1º;1º;1,0000;360º;4.095º;0,1711;119º;459º;0,9754
411280;PR;Joaquim Távora;181º;2.210º;0,5539;180º;1.883º;0,7715;198º;2.017º;0,5342;1º;1º;1,0000;174º;1.608º;0,4432;201º;925º;0,7546
411290;PR;Jundiaí do Sul;nd;nd;nd;154º;1.577º;0,8347;248º;2.714º;0,4318;287º;2.548º;0,4486;212º;1.945º;0,3924;316º;2.649º;0,4231
411295;PR;Juranda;226º;2.732º;0,4637;233º;2.500º;0,6409;243º;2.662º;0,4395;319º;3.066º;0,3781;167º;1.554º;0,4538;1º;1º;1,0000
411300;PR;Jussara;62º;686º;0,9391;157º;1.615º;0,8260;256º;2.822º;0,4177;172º;1.289º;0,6878;313º;3.143º;0,2569;279º;1.892º;0,5348
411310;PR;Kaloré;134º;1.569º;0,6753;1º;1º;1,0000;1º;1º;1,0000;294º;2.636º;0,4351;81º;561º;0,7099;1º;1º;1,0000
411320;PR;Lapa;333º;4.324º;0,2432;363º;4.577º;0,2910;354º;4.089º;0,2602;359º;3.803º;0,2811;337º;3.549º;0,2166;300º;2.370º;0,4616
411325;PR;Laranjal;104º;1.121º;0,7880;1º;1º;1,0000;284º;3.197º;0,3711;292º;2.626º;0,4367;181º;1.674º;0,4335;155º;684º;0,8466
411330;PR;Laranjeiras do Sul;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;160º;1.432º;0,4763;1º;1º;1,0000
411340;PR;Leópolis;53º;589º;0,9887;341º;4.067º;0,3827;280º;3.139º;0,3767;388º;4.808º;0,1340;179º;1.639º;0,4377;1º;1º;1,0000
411342;PR;Lidianópolis;nd;nd;nd;1º;1º;1,0000;247º;2.693º;0,4346;373º;4.160º;0,2339;238º;2.175º;0,3630;211º;1.039º;0,7183
411345;PR;Lindoeste;1º;1º;1,0000;1º;1º;1,0000;154º;1.481º;0,6266;1º;1º;1,0000;392º;5.077º;0,0783;nd;nd;nd
411350;PR;Loanda;349º;4.558º;0,2076;147º;1.494º;0,8554;291º;3.247º;0,3636;339º;3.319º;0,3438;361º;4.097º;0,1710;319º;2.771º;0,4062
411360;PR;Lobato;360º;4.774º;0,1724;239º;2.555º;0,6299;360º;4.188º;0,2484;213º;1.673º;0,6005;294º;2.907º;0,2795;142º;577º;0,9018
411370;PR;Londrina;338º;4.380º;0,2337;387º;5.064º;0,1663;336º;3.813º;0,2940;372º;4.154º;0,2343;373º;4.447º;0,1423;378º;4.938º;0,1474
411373;PR;Luiziana;187º;2.277º;0,5414;271º;2.930º;0,5688;233º;2.531º;0,4565;295º;2.637º;0,4350;189º;1.745º;0,4227;294º;2.212º;0,4850
411375;PR;Lunardelli;66º;723º;0,9280;229º;2.467º;0,6472;119º;1.162º;0,7024;324º;3.136º;0,3674;1º;1º;1,0000;nd;nd;nd
411380;PR;Lupionópolis;197º;2.414º;0,5156;1º;1º;1,0000;nd;nd;nd;378º;4.312º;0,2093;303º;3.001º;0,2704;1º;1º;1,0000
411390;PR;Mallet;376º;5.064º;0,1132;178º;1.871º;0,7742;269º;2.990º;0,3955;108º;737º;0,8841;289º;2.803º;0,2885;132º;531º;0,9291
411400;PR;Mamborê;182º;2.214º;0,5535;1º;1º;1,0000;201º;2.066º;0,5272;201º;1.553º;0,6245;205º;1.888º;0,4009;1º;1º;1,0000
411410;PR;Mandaguaçu;283º;3.644º;0,3359;243º;2.580º;0,6252;259º;2.865º;0,4127;177º;1.366º;0,6680;236º;2.162º;0,3641;335º;3.142º;0,3646
411420;PR;Mandaguari;289º;3.751º;0,3216;232º;2.498º;0,6411;289º;3.234º;0,3654;211º;1.662º;0,6027;323º;3.264º;0,2442;366º;4.159º;0,2490
411430;PR;Mandirituba;275º;3.500º;0,3588;119º;1.239º;0,9238;242º;2.622º;0,4441;238º;1.885º;0,5576;357º;4.072º;0,1728;267º;1.679º;0,5737
411435;PR;Manfrinópolis;1º;1º;1,0000;190º;1.990º;0,7480;178º;1.770º;0,5743;117º;823º;0,8470;1º;1º;1,0000;1º;1º;1,0000
411440;PR;Mangueirinha;159º;1.926º;0,6089;251º;2.675º;0,6094;258º;2.846º;0,4159;260º;2.104º;0,5174;121º;1.134º;0,5357;115º;437º;0,9904
411450;PR;Manoel Ribas;239º;2.899º;0,4402;1º;1º;1,0000;348º;4.011º;0,2698;318º;3.052º;0,3794;283º;2.733º;0,2972;216º;1.069º;0,7081
411460;PR;Marechal Cândido Rondon;271º;3.461º;0,3646;340º;4.033º;0,3892;245º;2.669º;0,4385;216º;1.680º;0,5988;248º;2.317º;0,3435;1º;1º;1,0000
411470;PR;Maria Helena;151º;1.821º;0,6302;1º;1º;1,0000;165º;1.646º;0,5950;1º;1º;1,0000;124º;1.158º;0,5317;nd;nd;nd
411480;PR;Marialva;88º;938º;0,8423;nd;nd;nd;55º;571º;0,9230;141º;1.006º;0,7756;314º;3.151º;0,2562;299º;2.353º;0,4641
411490;PR;Marilândia do Sul;297º;3.925º;0,3003;165º;1.746º;0,7985;216º;2.327º;0,4867;92º;578º;0,9740;262º;2.461º;0,3267;129º;510º;0,9404
411500;PR;Marilena;1º;1º;1,0000;201º;2.155º;0,7073;49º;536º;0,9428;1º;1º;1,0000;326º;3.307º;0,2394;146º;595º;0,8910
411510;PR;Mariluz;1º;1º;1,0000;1º;1º;1,0000;139º;1.328º;0,6614;1º;1º;1,0000;1º;1º;1,0000;255º;1.554º;0,5976
411520;PR;Maringá;128º;1.415º;0,7066;278º;3.006º;0,5562;118º;1.159º;0,7032;230º;1.807º;0,5735;300º;2.975º;0,2729;190º;872º;0,7715
411530;PR;Mariópolis;1º;1º;1,0000;1º;1º;1,0000;76º;755º;0,8421;1º;1º;1,0000;95º;745º;0,6381;1º;1º;1,0000
411535;PR;Maripá;90º;948º;0,8385;1º;1º;1,0000;105º;1.041º;0,7355;1º;1º;1,0000;40º;239º;0,9246;1º;1º;1,0000
411540;PR;Marmeleiro;1º;1º;1,0000;169º;1.777º;0,7943;47º;515º;0,9532;103º;674º;0,9174;145º;1.305º;0,5002;220º;1.106º;0,6984
411545;PR;Marquinho;253º;3.090º;0,4128;nd;nd;nd;142º;1.352º;0,6553;259º;2.085º;0,5207;185º;1.719º;0,4258;1º;1º;1,0000
411550;PR;Marumbi;169º;1.997º;0,5947;1º;1º;1,0000;373º;4.523º;0,2043;111º;773º;0,8709;340º;3.625º;0,2105;1º;1º;1,0000
411560;PR;Matelândia;259º;3.200º;0,3970;173º;1.825º;0,7856;329º;3.697º;0,3089;246º;1.941º;0,5473;228º;2.086º;0,3730;337º;3.364º;0,3386
411570;PR;Matinhos;284º;3.646º;0,3358;309º;3.494º;0,4730;167º;1.655º;0,5936;161º;1.167º;0,7240;211º;1.944º;0,3926;338º;3.384º;0,3365
411573;PR;Mato Rico;207º;2.539º;0,4946;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;30º;178º;0,9929;1º;1º;1,0000
411575;PR;Mauá da Serra;nd;nd;nd;155º;1.583º;0,8339;123º;1.207º;0,6916;314º;2.974º;0,3896;173º;1.602º;0,4439;1º;1º;1,0000
411580;PR;Medianeira;322º;4.218º;0,2566;230º;2.474º;0,6461;133º;1.291º;0,6704;135º;954º;0,7897;74º;496º;0,7406;364º;4.088º;0,2582
411585;PR;Mercedes;1º;1º;1,0000;1º;1º;1,0000;64º;629º;0,8943;1º;1º;1,0000;73º;490º;0,7448;127º;506º;0,9417
411590;PR;Mirador;196º;2.387º;0,5195;171º;1.806º;0,7901;104º;1.038º;0,7361;380º;4.345º;0,2046;75º;506º;0,7331;268º;1.681º;0,5736
411600;PR;Miraselva;195º;2.377º;0,5205;370º;4.656º;0,2751;1º;1º;1,0000;279º;2.417º;0,4679;350º;3.921º;0,1860;1º;1º;1,0000
411605;PR;Missal;152º;1.841º;0,6260;96º;1.062º;0,9810;185º;1.861º;0,5606;1º;1º;1,0000;127º;1.198º;0,5247;222º;1.134º;0,6916
411610;PR;Moreira Sales;51º;575º;0,9939;1º;1º;1,0000;180º;1.816º;0,5662;89º;557º;0,9905;1º;1º;1,0000;136º;562º;0,9121
411620;PR;Morretes;346º;4.506º;0,2161;207º;2.197º;0,6974;393º;5.068º;0,1149;397º;5.172º;0,0433;378º;4.618º;0,1271;359º;3.932º;0,2773
411630;PR;Munhoz de Melo;1º;1º;1,0000;1º;1º;1,0000;96º;976º;0,7523;154º;1.107º;0,7433;35º;224º;0,9373;1º;1º;1,0000
411640;PR;Nossa Senhora das Graças;273º;3.475º;0,3624;1º;1º;1,0000;84º;823º;0,8107;367º;4.067º;0,2459;267º;2.540º;0,3174;nd;nd;nd
411650;PR;Nova Aliança do Ivaí;235º;2.885º;0,4420;1º;1º;1,0000;130º;1.265º;0,6762;134º;952º;0,7900;nd;nd;nd;1º;1º;1,0000
411660;PR;Nova América da Colina;145º;1.763º;0,6393;1º;1º;1,0000;1º;1º;1,0000;193º;1.496º;0,6363;57º;381º;0,8073;1º;1º;1,0000
411670;PR;Nova Aurora;113º;1.250º;0,7495;131º;1.389º;0,8842;228º;2.481º;0,4649;109º;750º;0,8777;113º;974º;0,5727;1º;1º;1,0000
