Tabela 1301 - Área e Densidade demográfica da unidade territorial;;;
Variável - Densidade demográfica da unidade territorial (Habitante por quilômetro quadrado);;;
Nível;Cód.;Município;Ano
MU;2912509;Ibipitanga (BA);14,85
MU;2912608;Ibiquera (BA);5,15
MU;2912707;Ibirapitanga (BA);50,53
MU;2912806;Ibirapuã (BA);10,1
MU;2912905;Ibirataia (BA);64,24
MU;2913002;Ibitiara (BA);8,39
MU;2913101;Ibititá (BA);28,58
MU;2913200;Ibotirama (BA);14,76
MU;2913309;Ichu (BA);41,16
MU;2913408;Igaporã (BA);18,26
MU;2913457;Igrapiúna (BA);25,31
MU;2913507;Iguaí (BA);31,05
MU;2913606;Ilhéus (BA);104,68
MU;2913705;Inhambupe (BA);29,7
MU;2913804;Ipecaetá (BA);41,45
MU;2913903;Ipiaú (BA);166,05
MU;2914000;Ipirá (BA);19,47
MU;2914109;Ipupiara (BA);8,75
MU;2914208;Irajuba (BA);16,93
MU;2914307;Iramaia (BA);6,16
MU;2914406;Iraquara (BA);21,96
MU;2914505;Irará (BA);98,87
MU;2914604;Irecê (BA);207,45
MU;2914653;Itabela (BA);33,37
MU;2914703;Itaberaba (BA);26,3
MU;2914802;Itabuna (BA);473,5
MU;2914901;Itacaré (BA);32,96
MU;2915007;Itaeté (BA);12,35
MU;2915106;Itagi (BA);50,36
MU;2915205;Itagibá (BA);19,26
MU;2915304;Itagimirim (BA);8,47
MU;2915353;Itaguaçu da Bahia (BA);2,97
MU;2915403;Itaju do Colônia (BA);5,98
MU;2915502;Itajuípe (BA);74,11
MU;2915601;Itamaraju (BA);27,73
MU;2915700;Itamari (BA);71,14
MU;2915809;Itambé (BA);16,02
MU;2915908;Itanagra (BA);15,49
MU;2916005;Itanhém (BA);13,81
MU;2916104;Itaparica (BA);175,58
MU;2916203;Itapé (BA);23,94
MU;2916302;Itapebi (BA);10,44
MU;2916401;Itapetinga (BA);41,95
MU;2916500;Itapicuru (BA);20,35
MU;2916609;Itapitanga (BA);24,99
MU;2916708;Itaquara (BA);23,77
MU;2916807;Itarantim (BA);10,27
MU;2916856;Itatim (BA);24,89
MU;2916906;Itiruçu (BA);40,46
MU;2917003;Itiúba (BA);20,96
MU;2917102;Itororó (BA);63,5
MU;2917201;Ituaçu (BA);14,9
MU;2917300;Ituberá (BA);63,73
MU;2917334;Iuiu (BA);7,34
MU;2917359;Jaborandi (BA);0,94
MU;2917409;Jacaraci (BA);11,05
MU;2917508;Jacobina (BA);33,58
MU;2917607;Jaguaquara (BA);54,95
MU;2917706;Jaguarari (BA);12,35
MU;2917805;Jaguaripe (BA);18,32
MU;2917904;Jandaíra (BA);16,11
MU;2918001;Jequié (BA);47,07
MU;2918100;Jeremoabo (BA);8,09
MU;2918209;Jiquiriçá (BA);58,97
MU;2918308;Jitaúna (BA);64,48
MU;2918357;João Dourado (BA);24,65
MU;2918407;Juazeiro (BA);30,45
MU;2918456;Jucuruçu (BA);7,36
MU;2918506;Jussara (BA);15,87
MU;2918555;Jussari (BA);18,14
MU;2918605;Jussiape (BA);13,72
MU;2918704;Lafaiete Coutinho (BA);9,63
MU;2918753;Lagoa Real (BA);15,88
MU;2918803;Laje (BA);48,5
MU;2918902;Lajedão (BA);6,06
MU;2919009;Lajedinho (BA);5,07
MU;2919058;Lajedo do Tabocal (BA);19,23
MU;2919108;Lamarão (BA);54,84
MU;2919157;Lapão (BA);42,57
MU;2919207;Lauro de Freitas (BA);2833,43
MU;2919306;Lençóis (BA);8,12
MU;2919405;Licínio de Almeida (BA);14,6
MU;2919504;Livramento de Nossa Senhora (BA);19,99
MU;2919553;Luís Eduardo Magalhães (BA);15,25
MU;2919603;Macajuba (BA);17,27
MU;2919702;Macarani (BA);13,28
MU;2919801;Macaúbas (BA);15,71
MU;2919900;Macururé (BA);3,52
MU;2919926;Madre de Deus (BA);539,58
MU;2919959;Maetinga (BA);10,32
MU;2920007;Maiquinique (BA);17,85
MU;2920106;Mairi (BA);20,29
MU;2920205;Malhada (BA);7,97
MU;2920304;Malhada de Pedras (BA);16,01
MU;2920403;Manoel Vitorino (BA);6,38
MU;2920452;Mansidão (BA);3,96
MU;2920502;Maracás (BA);10,92
MU;2920601;Maragogipe (BA);97,27
MU;2920700;Maraú (BA);23,2
MU;2920809;Marcionílio Souza (BA);8,22
MU;2920908;Mascote (BA);18,95
MU;2921005;Mata de São João (BA);63,46
MU;2921054;Matina (BA);14,37
MU;2921104;Medeiros Neto (BA);17,4
MU;2921203;Miguel Calmon (BA);16,88
MU;2921302;Milagres (BA);36,24
MU;2921401;Mirangaba (BA);9,59
MU;2921450;Mirante (BA);9,9
MU;2921500;Monte Santo (BA);16,42
MU;2921609;Morpará (BA);4,88
MU;2921708;Morro do Chapéu (BA);6,12
MU;2921807;Mortugaba (BA);20,38
MU;2921906;Mucugê (BA);4,3
MU;2922003;Mucuri (BA);20,23
MU;2922052;Mulungu do Morro (BA);21,64
MU;2922102;Mundo Novo (BA);16,33
MU;2922201;Muniz Ferreira (BA);66,45
MU;2922250;Muquém do São Francisco (BA);2,82
MU;2922300;Muritiba (BA);323,58
MU;2922409;Mutuípe (BA);75,74
MU;2922508;Nazaré (BA);107,47
MU;2922607;Nilo Peçanha (BA);31,38
MU;2922656;Nordestina (BA);26,82
MU;2922706;Nova Canaã (BA);19,58
MU;2922730;Nova Fátima (BA);21,73
MU;2922755;Nova Ibiá (BA);37,19
MU;2922805;Nova Itarana (BA);15,8
MU;2922854;Nova Redenção (BA);18,63
MU;2922904;Nova Soure (BA);25,4
MU;2923001;Nova Viçosa (BA);29,15
MU;2923035;Novo Horizonte (BA);17,52
MU;2923050;Novo Triunfo (BA);59,86
MU;2923100;Olindina (BA);46
MU;2923209;Oliveira dos Brejinhos (BA);6,21
MU;2923308;Ouriçangas (BA);53,5
MU;2923357;Ourolândia (BA);11,04
MU;2923407;Palmas de Monte Alto (BA);8,23
MU;2923506;Palmeiras (BA);12,79
MU;2923605;Paramirim (BA);17,95
MU;2923704;Paratinga (BA);11,28
MU;2923803;Paripiranga (BA);63,75
MU;2923902;Pau Brasil (BA);17,89
MU;2924009;Paulo Afonso (BA);68,62
MU;2924058;Pé de Serra (BA);22,32
MU;2924108;Pedrão (BA);43,03
MU;2924207;Pedro Alexandre (BA);18,96
MU;2924306;Piatã (BA);10,49
MU;2924405;Pilão Arcado (BA);2,8
MU;2924504;Pindaí (BA);25,45
MU;2924603;Pindobaçu (BA);40,54
MU;2924652;Pintadas (BA);18,96
MU;2924678;Piraí do Norte (BA);52,32
MU;2924702;Piripá (BA);29,08
MU;2924801;Piritiba (BA);22,96
MU;2924900;Planaltino (BA);9,52
MU;2925006;Planalto (BA);25,46
MU;2925105;Poções (BA);54,08
MU;2925204;Pojuca (BA);113,98
MU;2925253;Ponto Novo (BA);31,65
MU;2925303;Porto Seguro (BA);52,7
MU;2925402;Potiraguá (BA);9,95
MU;2925501;Prado (BA);15,87
MU;2925600;Presidente Dutra (BA);84,07
MU;2925709;Presidente Jânio Quadros (BA);11,52
MU;2925758;Presidente Tancredo Neves (BA);57,16
MU;2925808;Queimadas (BA);12,15
MU;2925907;Quijingue (BA);20,27
MU;2925931;Quixabeira (BA);24,64
MU;2925956;Rafael Jambeiro (BA);18,77
MU;2926004;Remanso (BA);8,32
MU;2926103;Retirolândia (BA);66,43
MU;2926202;Riachão das Neves (BA);3,87
MU;2926301;Riachão do Jacuípe (BA);27,87
MU;2926400;Riacho de Santana (BA);11,87
MU;2926509;Ribeira do Amparo (BA);22,22
MU;2926608;Ribeira do Pombal (BA);60,25
MU;2926657;Ribeirão do Largo (BA);6,77
MU;2926707;Rio de Contas (BA);12,23
MU;2926806;Rio do Antônio (BA);18,19
MU;2926905;Rio do Pires (BA);14,54
MU;2927002;Rio Real (BA);51,84
MU;2927101;Rodelas (BA);2,85
MU;2927200;Ruy Barbosa (BA);13,76
MU;2927309;Salinas da Margarida (BA);89,81
MU;2927408;Salvador (BA);3859,35
MU;2927507;Santa Bárbara (BA);55,15
MU;2927606;Santa Brígida (BA);17,06
MU;2927705;Santa Cruz Cabrália (BA);16,81
MU;2927804;Santa Cruz da Vitória (BA);22,38
MU;2927903;Santa Inês (BA);32,83
MU;2928000;Santaluz (BA);21,7
MU;2928059;Santa Luzia (BA);17,22
MU;2928109;Santa Maria da Vitória (BA);20,49
MU;2928208;Santana (BA);13,6
MU;2928307;Santanópolis (BA);38,02
MU;2928406;Santa Rita de Cássia (BA);4,39
MU;2928505;Santa Terezinha (BA);13,64
MU;2928604;Santo Amaro (BA);117,26
MU;2928703;Santo Antônio de Jesus (BA);348,14
MU;2928802;Santo Estêvão (BA);131,92
MU;2928901;São Desidério (BA);1,82
MU;2928950;São Domingos (BA);28,22
MU;2929008;São Félix (BA);142,11
MU;2929057;São Félix do Coribe (BA);13,74
MU;2929107;São Felipe (BA);98,57
MU;2929206;São Francisco do Conde (BA);126,24
MU;2929255;São Gabriel (BA);15,36
MU;2929305;São Gonçalo dos Campos (BA);110,67
MU;2929354;São José da Vitória (BA);78,83
MU;2929370;São José do Jacuípe (BA);25,07
MU;2929404;São Miguel das Matas (BA);48,57
MU;2929503;São Sebastião do Passé (BA);78,3
MU;2929602;Sapeaçu (BA);141,51
MU;2929701;Sátiro Dias (BA);18,78
MU;2929750;Saubara (BA);68,51
MU;2929800;Saúde (BA);23,49
MU;2929909;Seabra (BA);16,6
MU;2930006;Sebastião Laranjeiras (BA);5,32
MU;2930105;Senhor do Bonfim (BA);89,93
MU;2930154;Serra do Ramalho (BA);12,2
MU;2930204;Sento Sé (BA);2,95
MU;2930303;Serra Dourada (BA);13,45
MU;2930402;Serra Preta (BA);28,71
MU;2930501;Serrinha (BA);116,5
MU;2930600;Serrolândia (BA);41,73
MU;2930709;Simões Filho (BA);586,65
MU;2930758;Sítio do Mato (BA);6,88
MU;2930766;Sítio do Quinto (BA);17,94
MU;2930774;Sobradinho (BA);17,76
MU;2930808;Souto Soares (BA);16,01
MU;2930907;Tabocas do Brejo Velho (BA);8,31
MU;2931004;Tanhaçu (BA);16,21
MU;2931053;Tanque Novo (BA);22,31
MU;2931103;Tanquinho (BA);36,42
MU;2931202;Taperoá (BA);45,64
MU;2931301;Tapiramutá (BA);24,88
MU;2931350;Teixeira de Freitas (BA);118,86
MU;2931400;Teodoro Sampaio (BA);34,1
MU;2931509;Teofilândia (BA);64,02
MU;2931608;Teolândia (BA);46,68
MU;2931707;Terra Nova (BA);64,36
MU;2931806;Tremedal (BA);10,14
MU;2931905;Tucano (BA);18,73
MU;2932002;Uauá (BA);8
MU;2932101;Ubaíra (BA);27,19
MU;2932200;Ubaitaba (BA);115,71
MU;2932309;Ubatã (BA);93,22
MU;2932408;Uibaí (BA);24,73
MU;2932457;Umburanas (BA);10,18
MU;2932507;Una (BA);20,48
MU;2932606;Urandi (BA);16,99
MU;2932705;Uruçuca (BA);50,61
MU;2932804;Utinga (BA);28,47
MU;2932903;Valença (BA);74,35
MU;2933000;Valente (BA);63,9
MU;2933059;Várzea da Roça (BA);26,83
MU;2933109;Várzea do Poço (BA);42,27
MU;2933158;Várzea Nova (BA);10,96
MU;2933174;Varzedo (BA);40,16
MU;2933208;Vera Cruz (BA);125,33
MU;2933257;Vereda (BA);7,78
MU;2933307;Vitória da Conquista (BA);90,11
MU;2933406;Wagner (BA);21,34
MU;2933455;Wanderley (BA);4,22
MU;2933505;Wenceslau Guimarães (BA);32,92
MU;2933604;Xique-Xique (BA);8,28
MU;3100104;Abadia dos Dourados (MG);7,61
MU;3100203;Abaeté (MG);12,49
MU;3100302;Abre Campo (MG);28,29
MU;3100401;Acaiaca (MG);38,47
MU;3100500;Açucena (MG);12,6
MU;3100609;Água Boa (MG);11,51
MU;3100708;Água Comprida (MG);4,12
MU;3100807;Aguanil (MG);17,47
MU;3100906;Águas Formosas (MG);22,53
MU;3101003;Águas Vermelhas (MG);10,11
MU;3101102;Aimorés (MG);18,5
MU;3101201;Aiuruoca (MG);9,48
MU;3101300;Alagoa (MG);16,79
MU;3101409;Albertina (MG);50,22
MU;3101508;Além Paraíba (MG);67,3
MU;3101607;Alfenas (MG);86,75
MU;3101631;Alfredo Vasconcelos (MG);46,44
MU;3101706;Almenara (MG);16,9
MU;3101805;Alpercata (MG);42,95
MU;3101904;Alpinópolis (MG);40,66
MU;3102001;Alterosa (MG);37,89
MU;3102050;Alto Caparaó (MG);51,08
MU;3102100;Alto Rio Doce (MG);23,47
MU;3102209;Alvarenga (MG);15,98
MU;3102308;Alvinópolis (MG);25,46
MU;3102407;Alvorada de Minas (MG);9,48
MU;3102506;Amparo do Serra (MG);34,63
MU;3102605;Andradas (MG);79,4
MU;3102704;Cachoeira de Pajeú (MG);12,88
MU;3102803;Andrelândia (MG);12,11
MU;3102852;Angelândia (MG);43,21
MU;3102902;Antônio Carlos (MG);20,97
MU;3103009;Antônio Dias (MG);12,15
MU;3103108;Antônio Prado de Minas (MG);19,94
MU;3103207;Araçaí (MG);12,02
MU;3103306;Aracitaba (MG);19,3
MU;3103405;Araçuaí (MG);16,1
MU;3103504;Araguari (MG);40,23
MU;3103603;Arantina (MG);31,57
MU;3103702;Araponga (MG);26,83
MU;3103751;Araporã (MG);20,77
MU;3103801;Arapuá (MG);15,96
MU;3103900;Araújos (MG);32,08
MU;3104007;Araxá (MG);80,45
MU;3104106;Arceburgo (MG);58,38
MU;3104205;Arcos (MG);71,78
MU;3104304;Areado (MG);48,5
MU;3104403;Argirita (MG);18,2
MU;3104452;Aricanduva (MG);19,6
MU;3104502;Arinos (MG);3,35
MU;3104601;Astolfo Dutra (MG);82,13
MU;3104700;Ataléia (MG);7,87
MU;3104809;Augusto de Lima (MG);3,95
MU;3104908;Baependi (MG);24,39
MU;3105004;Baldim (MG);14,23
MU;3105103;Bambuí (MG);15,62
MU;3105202;Bandeira (MG);10,31
MU;3105301;Bandeira do Sul (MG);113,41
MU;3105400;Barão de Cocais (MG);83,51
MU;3105509;Barão de Monte Alto (MG);28,84
MU;3105608;Barbacena (MG);166,34
MU;3105707;Barra Longa (MG);16,01
MU;3105905;Barroso (MG);238,81
MU;3106002;Bela Vista de Minas (MG);91,66
MU;3106101;Belmiro Braga (MG);8,66
MU;3106200;Belo Horizonte (MG);7167,02
MU;3106309;Belo Oriente (MG);69,86
MU;3106408;Belo Vale (MG);20,59
MU;3106507;Berilo (MG);20,95
MU;3106606;Bertópolis (MG);10,51
MU;3106655;Berizal (MG);8,94
MU;3106705;Betim (MG);1102,8
MU;3106804;Bias Fortes (MG);13,38
MU;3106903;Bicas (MG);97,46
MU;3107000;Biquinhas (MG);5,73
MU;3107109;Boa Esperança (MG);44,75
MU;3107208;Bocaina de Minas (MG);9,94
MU;3107307;Bocaiúva (MG);14,45
MU;3107406;Bom Despacho (MG);37,28
MU;3107505;Bom Jardim de Minas (MG);15,78
MU;3107604;Bom Jesus da Penha (MG);18,66
MU;3107703;Bom Jesus do Amparo (MG);28,07
MU;3107802;Bom Jesus do Galho (MG);25,94
MU;3107901;Bom Repouso (MG);45,5
MU;3108008;Bom Sucesso (MG);24,46
MU;3108107;Bonfim (MG);22,59
MU;3108206;Bonfinópolis de Minas (MG);3,28
MU;3108255;Bonito de Minas (MG);2,48
MU;3108305;Borda da Mata (MG);56,85
MU;3108404;Botelhos (MG);44,66
MU;3108503;Botumirim (MG);4,14
MU;3108552;Brasilândia de Minas (MG);5,67
MU;3108602;Brasília de Minas (MG);22,3
MU;3108701;Brás Pires (MG);20,76
MU;3108800;Braúnas (MG);13,3
MU;3108909;Brazópolis (MG);39,87
MU;3109006;Brumadinho (MG);53,13
MU;3109105;Bueno Brandão (MG);30,58
MU;3109204;Buenópolis (MG);6,43
MU;3109253;Bugre (MG);24,66
MU;3109303;Buritis (MG);4,35
MU;3109402;Buritizeiro (MG);3,73
MU;3109451;Cabeceira Grande (MG);6,26
MU;3109501;Cabo Verde (MG);37,54
MU;3109600;Cachoeira da Prata (MG);59,53
MU;3109709;Cachoeira de Minas (MG);36,27
MU;3109808;Cachoeira Dourada (MG);12,47
MU;3109907;Caetanópolis (MG);65,48
MU;3110004;Caeté (MG);75,11
MU;3110103;Caiana (MG);46,67
MU;3110202;Cajuri (MG);48,74
MU;3110301;Caldas (MG);19,16
MU;3110400;Camacho (MG);14,14
MU;3110509;Camanducaia (MG);39,89
MU;3110608;Cambuí (MG);108,31
MU;3110707;Cambuquira (MG);51,15
MU;3110806;Campanário (MG);8,06
MU;3110905;Campanha (MG);45,99
MU;3111002;Campestre (MG);35,8
MU;3111101;Campina Verde (MG);5,29
MU;3111150;Campo Azul (MG);7,28
MU;3111200;Campo Belo (MG);97,58
MU;3111309;Campo do Meio (MG);41,67
MU;3111408;Campo Florido (MG);5,43
MU;3111507;Campos Altos (MG);19,99
MU;3111606;Campos Gerais (MG);35,87
MU;3111705;Canaã (MG);26,46
MU;3111804;Canápolis (MG);13,53
MU;3111903;Cana Verde (MG);26,27
MU;3112000;Candeias (MG);20,26
MU;3112059;Cantagalo (MG);29,57
MU;3112109;Caparaó (MG);39,86
MU;3112208;Capela Nova (MG);42,81
MU;3112307;Capelinha (MG);36,05
MU;3112406;Capetinga (MG);23,79
MU;3112505;Capim Branco (MG);93,16
MU;3112604;Capinópolis (MG);24,63
MU;3112653;Capitão Andrade (MG);17,65
MU;3112703;Capitão Enéas (MG);14,62
MU;3112802;Capitólio (MG);15,68
MU;3112901;Caputira (MG);48,11
MU;3113008;Caraí (MG);17,99
MU;3113107;Caranaíba (MG);20,56
MU;3113206;Carandaí (MG);48,06
MU;3113305;Carangola (MG);91,39
MU;3113404;Caratinga (MG);67,72
MU;3113503;Carbonita (MG);6,28
MU;3113602;Careaçu (MG);34,79
MU;3113701;Carlos Chagas (MG);6,27
MU;3113800;Carmésia (MG);9,44
MU;3113909;Carmo da Cachoeira (MG);23,38
MU;3114006;Carmo da Mata (MG);30,59
MU;3114105;Carmo de Minas (MG);42,66
MU;3114204;Carmo do Cajuru (MG);43,9
MU;3114303;Carmo do Paranaíba (MG);22,74
MU;3114402;Carmo do Rio Claro (MG);19,17
MU;3114501;Carmópolis de Minas (MG);42,62
MU;3114550;Carneirinho (MG);4,59
MU;3114600;Carrancas (MG);5,42
MU;3114709;Carvalhópolis (MG);41,2
MU;3114808;Carvalhos (MG);16,14
MU;3114907;Casa Grande (MG);14,23
MU;3115003;Cascalho Rico (MG);7,78
MU;3115102;Cássia (MG);26,15
MU;3115201;Conceição da Barra de Minas (MG);14,48
MU;3115300;Cataguases (MG);141,85
MU;3115359;Catas Altas (MG);20,19
MU;3115409;Catas Altas da Noruega (MG);24,45
MU;3115458;Catuji (MG);15,99
MU;3115474;Catuti (MG);17,73
MU;3115508;Caxambu (MG);216,01
MU;3115607;Cedro do Abaeté (MG);4,27
MU;3115706;Central de Minas (MG);33,14
MU;3115805;Centralina (MG);31,38
MU;3115904;Chácara (MG);18,27
MU;3116001;Chalé (MG);26,54
MU;3116100;Chapada do Norte (MG);18,28
MU;3116159;Chapada Gaúcha (MG);3,32
MU;3116209;Chiador (MG);11,01
MU;3116308;Cipotânea (MG);42,66
MU;3116407;Claraval (MG);19,95
MU;3116506;Claro dos Poções (MG);10,79
MU;3116605;Cláudio (MG);40,86
MU;3116704;Coimbra (MG);66
MU;3116803;Coluna (MG);25,89
MU;3116902;Comendador Gomes (MG);2,85
MU;3117009;Comercinho (MG);12,67
MU;3117108;Conceição da Aparecida (MG);27,86
MU;3117207;Conceição das Pedras (MG);26,9
MU;3117306;Conceição das Alagoas (MG);17,19
MU;3117405;Conceição de Ipanema (MG);17,55
MU;3117504;Conceição do Mato Dentro (MG);10,37
MU;3117603;Conceição do Pará (MG);20,6
MU;3117702;Conceição do Rio Verde (MG);35,03
MU;3117801;Conceição dos Ouros (MG);56,77
MU;3117836;Cônego Marinho (MG);4,32
MU;3117876;Confins (MG);140,15
MU;3117900;Congonhal (MG);51,03
MU;3118007;Congonhas (MG);159,57
MU;3118106;Congonhas do Norte (MG);12,39
MU;3118205;Conquista (MG);10,55
MU;3118304;Conselheiro Lafaiete (MG);314,69
MU;3118403;Conselheiro Pena (MG);14,99
MU;3118502;Consolação (MG);19,99
MU;3118601;Contagem (MG);3090,33
MU;3118700;Coqueiral (MG);31,36
MU;3118809;Coração de Jesus (MG);11,7
MU;3118908;Cordisburgo (MG);10,52
MU;3119005;Cordislândia (MG);19,13
MU;3119104;Corinto (MG);9,47
MU;3119203;Coroaci (MG);17,82
MU;3119302;Coromandel (MG);8,31
MU;3119401;Coronel Fabriciano (MG);468,67
MU;3119500;Coronel Murta (MG);11,18
MU;3119609;Coronel Pacheco (MG);22,68
MU;3119708;Coronel Xavier Chaves (MG);23,42
MU;3119807;Córrego Danta (MG);5,16
MU;3119906;Córrego do Bom Jesus (MG);30,17
MU;3119955;Córrego Fundo (MG);57,26
MU;3120003;Córrego Novo (MG);15,23
MU;3120102;Couto de Magalhães de Minas (MG);8,66
MU;3120151;Crisólita (MG);6,26
MU;3120201;Cristais (MG);17,96
MU;3120300;Cristália (MG);6,85
MU;3120409;Cristiano Otoni (MG);37,68
MU;3120508;Cristina (MG);32,79
MU;3120607;Crucilândia (MG);28,46
MU;3120706;Cruzeiro da Fortaleza (MG);20,91
MU;3120805;Cruzília (MG);27,93
MU;3120839;Cuparaque (MG);20,64
MU;3120870;Curral de Dentro (MG);12,17
MU;3120904;Curvelo (MG);22,5
MU;3121001;Datas (MG);16,8
MU;3121100;Delfim Moreira (MG);19,51
MU;3121209;Delfinópolis (MG);4,95
MU;3121258;Delta (MG);78,66
MU;3121308;Descoberto (MG);22,37
MU;3121407;Desterro de Entre Rios (MG);18,56
MU;3121506;Desterro do Melo (MG);21,19
MU;3121605;Diamantina (MG);11,79
MU;3121704;Diogo de Vasconcelos (MG);23,31
MU;3121803;Dionísio (MG);25,37
MU;3121902;Divinésia (MG);28,15
MU;3122009;Divino (MG);56,64
MU;3122108;Divino das Laranjeiras (MG);14,43
MU;3122207;Divinolândia de Minas (MG);52,76
MU;3122306;Divinópolis (MG);300,82
MU;3122355;Divisa Alegre (MG);49,95
MU;3122405;Divisa Nova (MG);26,56
MU;3122454;Divisópolis (MG);15,66
MU;3122470;Dom Bosco (MG);4,67
MU;3122504;Dom Cavati (MG);87,52
MU;3122603;Dom Joaquim (MG);11,37
MU;3122702;Dom Silvério (MG);26,65
MU;3122801;Dom Viçoso (MG);26,28
MU;3122900;Dona Eusébia (MG);85,45
MU;3123007;Dores de Campos (MG);74,49
MU;3123106;Dores de Guanhães (MG);13,67
MU;3123205;Dores do Indaiá (MG);12,4
MU;3123304;Dores do Turvo (MG);19,3
MU;3123403;Doresópolis (MG);9,42
MU;3123502;Douradoquara (MG);5,88
MU;3123528;Durandé (MG);34,13
MU;3123601;Elói Mendes (MG);50,49
MU;3123700;Engenheiro Caldas (MG);54,96
MU;3123809;Engenheiro Navarro (MG);11,71
MU;3123858;Entre Folhas (MG);60,73
MU;3123908;Entre Rios de Minas (MG);31,18
MU;3124005;Ervália (MG);50,2
MU;3124104;Esmeraldas (MG);66,13
MU;3124203;Espera Feliz (MG);71,96
MU;3124302;Espinosa (MG);16,65
MU;3124401;Espírito Santo do Dourado (MG);16,78
MU;3124500;Estiva (MG);44,47
MU;3124609;Estrela Dalva (MG);18,8
MU;3124708;Estrela do Indaiá (MG);5,53
MU;3124807;Estrela do Sul (MG);9,05
MU;3124906;Eugenópolis (MG);34,07
MU;3125002;Ewbank da Câmara (MG);36,14
MU;3125101;Extrema (MG);116,93
MU;3125200;Fama (MG);27,32
MU;3125309;Faria Lemos (MG);20,43
MU;3125408;Felício dos Santos (MG);14,38
MU;3125507;São Gonçalo do Rio Preto (MG);9,72
MU;3125606;Felisburgo (MG);11,53
MU;3125705;Felixlândia (MG);9,08
MU;3125804;Fernandes Tourinho (MG);19,95
MU;3125903;Ferros (MG);9,95
MU;3125952;Fervedouro (MG);28,93
MU;3126000;Florestal (MG);34,48
MU;3126109;Formiga (MG);43,36
MU;3126208;Formoso (MG);2,22
MU;3126307;Fortaleza de Minas (MG);18,73
MU;3126406;Fortuna de Minas (MG);13,61
MU;3126505;Francisco Badaró (MG);22,21
MU;3126604;Francisco Dumont (MG);3,09
MU;3126703;Francisco Sá (MG);9,07
MU;3126752;Franciscópolis (MG);8,09
MU;3126802;Frei Gaspar (MG);9,38
MU;3126901;Frei Inocêncio (MG);19
MU;3126950;Frei Lagonegro (MG);19,88
MU;3127008;Fronteira (MG);70,21
MU;3127057;Fronteira dos Vales (MG);14,61
MU;3127073;Fruta de Leite (MG);7,79
MU;3127107;Frutal (MG);22,03
MU;3127206;Funilândia (MG);19,29
MU;3127305;Galiléia (MG);9,65
MU;3127339;Gameleiras (MG);2,97
MU;3127354;Glaucilândia (MG);20,31
MU;3127370;Goiabeira (MG);27,15
MU;3127388;Goianá (MG);24,07
MU;3127404;Gonçalves (MG);22,52
MU;3127503;Gonzaga (MG);28,28
MU;3127602;Gouveia (MG);13,48
MU;3127701;Governador Valadares (MG);112,58
MU;3127800;Grão Mogol (MG);3,87
MU;3127909;Grupiara (MG);7,11
MU;3128006;Guanhães (MG);29,08
MU;3128105;Guapé (MG);14,85
MU;3128204;Guaraciaba (MG);29,33
MU;3128253;Guaraciama (MG);12,09
MU;3128303;Guaranésia (MG);63,47
MU;3128402;Guarani (MG);32,85
MU;3128501;Guarará (MG);44,32
MU;3128600;Guarda-Mor (MG);3,17
MU;3128709;Guaxupé (MG);172,59
MU;3128808;Guidoval (MG);45,5
MU;3128907;Guimarânia (MG);19,8
MU;3129004;Guiricema (MG);29,66
MU;3129103;Gurinhatã (MG);3,32
MU;3129202;Heliodora (MG);39,76
MU;3129301;Iapu (MG);30,29
MU;3129400;Ibertioga (MG);14,54
MU;3129509;Ibiá (MG);8,59
MU;3129608;Ibiaí (MG);8,96
MU;3129657;Ibiracatu (MG);17,42
MU;3129707;Ibiraci (MG);21,66
MU;3129806;Ibirité (MG);2190,26
MU;3129905;Ibitiúra de Minas (MG);49,51
MU;3130002;Ibituruna (MG);18,72
MU;3130051;Icaraí de Minas (MG);17,18
MU;3130101;Igarapé (MG);316,07
MU;3130200;Igaratinga (MG);42,43
MU;3130309;Iguatama (MG);12,78
MU;3130408;Ijaci (MG);55,67
MU;3130507;Ilicínea (MG);30,53
MU;3130556;Imbé de Minas (MG);32,65
MU;3130606;Inconfidentes (MG);46,17
MU;3130655;Indaiabira (MG);7,3
MU;3130705;Indianópolis (MG);7,46
MU;3130804;Ingaí (MG);8,6
MU;3130903;Inhapim (MG);28,31
MU;3131000;Inhaúma (MG);23,51
MU;3131109;Inimutaba (MG);12,82
MU;3131158;Ipaba (MG);147,69
MU;3131208;Ipanema (MG);39,79
MU;3131307;Ipatinga (MG);1452,34
MU;3131406;Ipiaçu (MG);8,81
MU;3131505;Ipuiúna (MG);31,93
MU;3131604;Iraí de Minas (MG);18,15
MU;3131703;Itabira (MG);87,57
MU;3131802;Itabirinha (MG);51,16
MU;3131901;Itabirito (MG);83,76
MU;3132008;Itacambira (MG);2,79
MU;3132107;Itacarambi (MG);14,46
MU;3132206;Itaguara (MG);30,14
MU;3132305;Itaipé (MG);24,54
MU;3132404;Itajubá (MG);307,49
MU;3132503;Itamarandiba (MG);11,76
MU;3132602;Itamarati de Minas (MG);43,13
MU;3132701;Itambacuri (MG);16,07
MU;3132800;Itambé do Mato Dentro (MG);6
MU;3132909;Itamogi (MG);42,46
MU;3133006;Itamonte (MG);32,43
MU;3133105;Itanhandu (MG);98,87
MU;3133204;Itanhomi (MG);24,25
MU;3133303;Itaobim (MG);30,93
MU;3133402;Itapagipe (MG);7,58
MU;3133501;Itapecerica (MG);20,54
MU;3133600;Itapeva (MG);48,85
