IBGE;TSE;MUNICIPIO;UF;PIP
2909901;34975;CURAÇÁ;BA;3026
2910008;34991;DÁRIO MEIRA;BA;696
2910057;30872;DIAS D'ÁVILA;BA;6630
2910107;35017;DOM BASÍLIO;BA;1530
2910206;35033;DOM MACEDO COSTA;BA;624
2910305;35050;ELÍSIO MEDRADO;BA;1225
2910404;35076;ENCRUZILHADA;BA;1653
2910503;35092;ENTRE RIOS;BA;4085
2910602;35114;ESPLANADA;BA;3844
2910701;35130;EUCLIDES DA CUNHA;BA;8339
2910727;30058;EUNÁPOLIS;BA;10533
2910750;30899;FÁTIMA;BA;1624
2910776;35149;FEIRA DA MATA;BA;631
2910800;35157;FEIRA DE SANTANA;BA;45854
2910859;30910;FILADÉLFIA;BA;2006
2910909;35173;FIRMINO ALVES;BA;507
2911006;35190;FLORESTA AZUL;BA;597
2911105;35211;FORMOSA DO RIO PRETO;BA;2176
2911204;35238;GANDU;BA;2086
2911253;30937;GAVIÃO;BA;639
2911303;35254;GENTIO DO OURO;BA;1255
2911402;35270;GLÓRIA;BA;2553
2911501;35297;GONGOGI;BA;382
2911600;35319;GOVERNADOR MANGABEIRA;BA;2217
2911659;30953;GUAJERU;BA;820
2911709;35335;GUANAMBI;BA;11508
2911808;35351;GUARATINGA;BA;1569
2911857;30970;HELIÓPOLIS;BA;1154
2911907;35378;IAÇU;BA;2775
2912004;35394;IBIASSUCÊ;BA;1755
2912103;35416;IBICARAÍ;BA;1682
2912202;35432;IBICOARA;BA;2276
2912301;35459;IBICUÍ;BA;1497
2912400;35475;IBIPEBA;BA;1946
2912509;35513;IBIPITANGA;BA;1861
2912608;35530;IBIQUERA;BA;15
2912707;35556;IBIRAPITANGA;BA;1376
2912806;35572;IBIRAPUÃ;BA;849
2912905;35599;IBIRATAIA;BA;1411
2913002;35610;IBITIARA;BA;1391
2913101;35637;IBITITÁ;BA;1807
2913200;35653;IBOTIRAMA;BA;3296
2913309;35670;ICHU;BA;742
2913408;35696;IGAPORÃ;BA;1635
2913457;35700;IGRAPIÚNA;BA;1081
2913507;35718;IGUAÍ;BA;1700
2913606;35734;ILHÉUS;BA;15731
2913705;35750;INHAMBUPE;BA;5631
2913804;35777;IPECAETÁ;BA;1325
2913903;35793;IPIAÚ;BA;3365
2914000;35815;IPIRÁ;BA;6503
2914109;35831;IPUPIARA;BA;1337
2914208;35858;IRAJUBA;BA;842
2914307;35874;IRAMAIA;BA;1311
2914406;35890;IRAQUARA;BA;2337
2914505;35912;IRARÁ;BA;3632
2914604;35939;IRECÊ;BA;5594
2914653;35947;ITABELA;BA;2418
2914703;35955;ITABERABA;BA;5733
2914802;35971;ITABUNA;BA;12366
2914901;35998;ITACARÉ;BA;1399
2915007;36013;ITAETÉ;BA;1882
2915106;36030;ITAGI;BA;849
2915205;36056;ITAGIBÁ;BA;1375
2915304;36072;ITAGIMIRIM;BA;502
2915353;36080;ITAGUAÇU DA BAHIA;BA;931
2915403;36099;ITAJU DO COLÔNIA;BA;481
2915502;36110;ITAJUÍPE;BA;1271
2915601;36137;ITAMARAJU;BA;5566
2915700;36153;ITAMARI;BA;649
2915809;36170;ITAMBÉ;BA;1609
2915908;36196;ITANAGRA;BA;887
2916005;36218;ITANHÉM;BA;1672
2916104;36234;ITAPARICA;BA;2155
2916203;36250;ITAPÉ;BA;674
2916302;36277;ITAPEBI;BA;1105
2916401;36293;ITAPETINGA;BA;5078
2916500;36315;ITAPICURU;BA;4487
2916609;36331;ITAPITANGA;BA;520
2916708;36358;ITAQUARA;BA;954
2916807;36374;ITARANTIM;BA;1331
2916856;36382;ITATIM;BA;1432
2916906;36390;ITIRUÇU;BA;1093
2917003;36412;ITIÚBA;BA;3203
2917102;36439;ITORORÓ;BA;1399
2917201;36455;ITUAÇU;BA;2087
2917300;36471;ITUBERÁ;BA;1746
2917334;30660;IUIU;BA;924
2917359;30678;JABORANDI;BA;864
2917409;36498;JACARACI;BA;1306
2917508;36510;JACOBINA;BA;9301
2917607;36536;JAGUAQUARA;BA;3776
2917706;36552;JAGUARARI;BA;4455
2917805;36579;JAGUARIPE;BA;2402
2918001;36617;JEQUIÉ;BA;15267
2918100;36633;JEREMOABO;BA;2870
2918209;36650;JIQUIRIÇÁ;BA;1008
2918308;36676;JITAÚNA;BA;1148
2918357;30996;JOÃO DOURADO;BA;2305
2918407;36692;JUAZEIRO;BA;18217
2918456;36706;JUCURUÇU;BA;752
2918506;36714;JUSSARA;BA;1795
2918555;30694;JUSSARI;BA;544
2918605;36730;JUSSIAPE;BA;1313
2918704;36757;LAFAIETE COUTINHO;BA;448
2918753;36820;LAJEDO DO TABOCAL;BA;1196
2918803;36765;LAGOA REAL;BA;2150
2918902;36773;LAJE;BA;593
2919009;36790;LAJEDÃO;BA;775
2919058;36811;LAJEDINHO;BA;942
2919108;36838;LAMARÃO;BA;690
2919157;39730;LAPÃO;BA;3259
2919207;36854;LAURO DE FREITAS;BA;14926
2919306;36870;LENÇÓIS;BA;1047
2919405;36897;LICÍNIO DE ALMEIDA;BA;1810
2919504;36919;LIVRAMENTO DE NOSSA SENHORA;BA;6982
2919553;30007;LUÍS EDUARDO MAGALHÃES;BA;12100
2919603;36935;MACAJUBA;BA;952
2919702;36951;MACARANI;BA;1435
2919801;36978;MACAÚBAS;BA;3582
2919900;36994;MACURURÉ;BA;748
2919926;39748;MADRE DE DEUS;BA;940
2919959;39756;MAETINGA;BA;410
2920007;37010;MAIQUINIQUE;BA;669
2920106;37036;MAIRI;BA;1726
2920205;37052;MALHADA;BA;1399
2920304;37079;MALHADA DE PEDRAS;BA;1633
2920403;37095;MANOEL VITORINO;BA;1618
2920452;39772;MANSIDÃO;BA;1377
2920502;37117;MARACÁS;BA;3071
2920601;37133;MARAGOGIPE;BA;3200
2920700;37150;MARAÚ;BA;2253
2920809;37176;MARCIONÍLIO SOUZA;BA;1296
2920908;37192;MASCOTE;BA;966
2921005;37214;MATA DE SÃO JOÃO;BA;5418
2921054;37222;MATINA;BA;965
2921104;37230;MEDEIROS NETO;BA;2640
2921203;37257;MIGUEL CALMON;BA;3466
2921302;37273;MILAGRES;BA;1439
2921401;37290;MIRANGABA;BA;1988
2921450;37303;MIRANTE;BA;887
2921500;37311;MONTE SANTO;BA;7430
2921609;37338;MORPARÁ;BA;1426
2921708;37354;MORRO DO CHAPÉU;BA;4332
2921807;37370;MORTUGABA;BA;854
2921906;37397;MUCUGÊ;BA;2035
2922003;37419;MUCURI;BA;5284
2922052;37427;MULUNGU DO MORRO;BA;2100
2922102;37435;MUNDO NOVO;BA;2132
2922201;37451;MUNIZ FERREIRA;BA;901
2922250;37460;MUQUÉM DO SÃO FRANCISCO;BA;1454
2922300;37478;MURITIBA;BA;2857
2922409;37494;MUTUÍPE;BA;1422
2922508;37516;NAZARÉ;BA;2256
2922607;37532;NILO PEÇANHA;BA;944
2922656;39799;NORDESTINA;BA;1437
2922706;37559;NOVA CANAÃ;BA;1339
2922730;37567;NOVA FÁTIMA;BA;1170
2922755;39969;NOVA IBIÁ;BA;504
2922805;37575;NOVA ITARANA;BA;984
2922854;37583;NOVA REDENÇÃO;BA;761
2922904;37591;NOVA SOURE;BA;2418
2923001;37613;NOVA VIÇOSA;BA;5555
2923035;39942;NOVO HORIZONTE;BA;2104
2923050;37621;NOVO TRIUNFO;BA;598
2923100;37630;OLINDINA;BA;2858
2923209;37656;OLIVEIRA DOS BREJINHOS;BA;3608
2923308;37672;OURIÇANGAS;BA;883
2923357;37680;OUROLÂNDIA;BA;2039
2923407;37699;PALMAS DE MONTE ALTO;BA;2651
2923506;37710;PALMEIRAS;BA;1469
2923605;37737;PARAMIRIM;BA;3467
2923704;37753;PARATINGA;BA;4554
2923803;37770;PARIPIRANGA;BA;3240
2923902;37796;PAU BRASIL;BA;257
2924009;37818;PAULO AFONSO;BA;11614
2924058;39810;PÉ DE SERRA;BA;1773
2924108;37834;PEDRÃO;BA;773
2924207;37850;PEDRO ALEXANDRE;BA;1272
2924306;37877;PIATÃ;BA;2437
2924405;37893;PILÃO ARCADO;BA;2116
2924504;37915;PINDAÍ;BA;2094
2924603;37931;PINDOBAÇU;BA;1755
2924652;39837;PINTADAS;BA;1170
2924678;37940;PIRAÍ DO NORTE;BA;521
2924702;37958;PIRIPÁ;BA;1054
2924801;37974;PIRITIBA;BA;2003
2924900;37990;PLANALTINO;BA;1342
2925006;38016;PLANALTO;BA;2441
2925105;38032;POÇÕES;BA;4794
2925204;38059;POJUCA;BA;2981
2925253;38067;PONTO NOVO;BA;2000
2925303;38075;PORTO SEGURO;BA;11884
2925402;38091;POTIRAGUÁ;BA;772
2925501;38113;PRADO;BA;4474
2925600;38130;PRESIDENTE DUTRA;BA;1960
2925709;38156;PRESIDENTE JÂNIO QUADROS;BA;1212
2925758;38164;PRESIDENTE TANCREDO NEVES;BA;1489
2925808;38172;QUEIMADAS;BA;3303
2925907;38199;QUINJINGUE;BA;2452
2925931;39845;QUIXABEIRA;BA;976
2925956;39853;RAFAEL JAMBEIRO;BA;3144
2926004;38210;REMANSO;BA;3515
2926103;38237;RETIROLÂNDIA;BA;1397
2926202;38253;RIACHÃO DAS NEVES;BA;2892
2926301;38270;RIACHÃO DO JACUÍPE;BA;4287
2926400;38296;RIACHO DE SANTANA;BA;2867
2926509;38318;RIBEIRA DO AMPARO;BA;1442
2926608;38334;RIBEIRA DO POMBAL;BA;7215
2926657;38342;RIBEIRÃO DO LARGO;BA;578
2926707;38350;RIO DE CONTAS;BA;2347
2926806;38377;RIO DO ANTÔNIO;BA;2698
2926905;38393;RIO DO PIRES;BA;1071
2927101;38431;RODELAS;BA;849
2927200;38458;RUY BARBOSA;BA;2728
2927309;38474;SALINAS DA MARGARIDA;BA;1730
2927408;38490;SALVADOR;BA;110888
2927507;38512;SANTA BÁRBARA;BA;2409
2927606;38539;SANTA BRÍGIDA;BA;1649
2927705;38555;SANTA CRUZ CABRÁLIA;BA;3202
2927804;38571;SANTA CRUZ DA VITÓRIA;BA;430
2927903;38598;SANTA INÊS;BA;1040
2928000;38610;SANTALUZ;BA;3757
2928059;39870;SANTA LUZIA;BA;575
2928109;38636;SANTA MARIA DA VITÓRIA;BA;3581
2928208;38652;SANTANA;BA;2913
2928307;38679;SANTANÓPOLIS;BA;995
2928406;35491;SANTA RITA DE CÁSSIA;BA;2661
2928505;38695;SANTA TEREZINHA;BA;1805
2928604;38717;SANTO AMARO;BA;2987
2928703;38733;SANTO ANTÔNIO DE JESUS;BA;8366
2928802;38750;SANTO ESTEVÃO;BA;7109
2928901;38776;SÃO DESIDÉRIO;BA;4313
2928950;38806;SÃO DOMINGOS;BA;1272
2929008;38792;SÃO FÉLIX;BA;1116
2929057;38822;SÃO FÉLIX DO CORIBE;BA;1763
2929107;38814;SÃO FELIPE;BA;2538
2929206;38830;SÃO FRANCISCO DO CONDE;BA;3490
2929255;39896;SÃO GABRIEL;BA;1459
2929305;38857;SÃO GONÇALO DOS CAMPOS;BA;4835
2929354;39926;SÃO JOSÉ DA VITÓRIA;BA;333
2929370;38865;SÃO JOSÉ DO JACUÍPE;BA;1208
2929404;38873;SÃO MIGUEL DAS MATAS;BA;1282
2929503;38890;SÃO SEBASTIÃO DO PASSÉ;BA;4004
2929602;38911;SAPEAÇU;BA;2277
2929701;38938;SÁTIRO DIAS;BA;2465
2929750;38946;SAUBARA;BA;1667
2929800;38954;SAÚDE;BA;1249
2929909;38970;SEABRA;BA;4826
2930006;38997;SEBASTIÃO LARANJEIRAS;BA;56
2930105;39012;SENHOR DO BONFIM;BA;5889
2930154;39047;SERRA DO RAMALHO;BA;4312
2930204;39039;SENTO SÉ;BA;2620
2930303;39055;SERRA DOURADA;BA;1792
2930402;39071;SERRA PRETA;BA;1489
2930501;39098;SERRINHA;BA;8087
2930600;39110;SERROLÂNDIA;BA;1730
2930709;39136;SIMÕES FILHO;BA;10793
2930758;39144;SÍTIO DO MATO;BA;1399
2930766;39900;SÍTIO DO QUINTO;BA;1352
2930774;39985;SOBRADINHO;BA;2549
2930808;39152;SOUTO SOARES;BA;2257
2930907;39179;TABOCAS DO BREJO VELHO;BA;635
2931004;39195;TANHAÇU;BA;1878
2931053;39918;TANQUE NOVO;BA;2085
2931103;39217;TANQUINHO;BA;790
2931202;39233;TAPEROÁ;BA;1971
2931301;39250;TAPIRAMUTÁ;BA;1382
2931350;39934;TEIXEIRA DE FREITAS;BA;14423
2931400;39276;TEODORO SAMPAIO;BA;1106
2931509;39292;TEOFILÂNDIA;BA;2896
2931608;39314;TEOLÂNDIA;BA;697
2931707;39330;TERRA NOVA;BA;1535
2931806;39357;TREMEDAL;BA;1808
2931905;39373;TUCANO;BA;5743
2932002;39390;UAUÁ;BA;2743
2932101;39411;UBAÍRA;BA;1579
2932200;39438;UBAITABA;BA;1332
2932309;39454;UBATÃ;BA;1393
2932408;39470;UIBAÍ;BA;1504
2932457;39489;UMBURANAS;BA;1620
2932507;39497;UNA;BA;1663
2932606;39519;URANDI;BA;1759
2932705;39535;URUÇUCA;BA;1411
2932804;39551;UTINGA;BA;1565
2932903;39578;VALENÇA;BA;6285
2933000;39594;VALENTE;BA;3373
2933059;39977;VÁRZEA DA ROÇA;BA;1580
2933109;39616;VÁRZEA DO POÇO;BA;1051
2933158;39950;VÁRZEA NOVA;BA;1947
2933174;39624;VARZEDO;BA;1225
2933208;39632;VERA CRUZ;BA;8234
2933257;39640;VEREDA;BA;635
2933307;39659;VITÓRIA DA CONQUISTA;BA;31922
2933406;39675;WAGNER;BA;972
2933455;39993;WANDERLEY;BA;1542
2933505;39691;WENCESLAU GUIMARÃES;BA;1286
2933604;39713;XIQUE-XIQUE;BA;3743
3100104;40010;ABADIA DOS DOURADOS;MG;1014
3100203;40037;ABAETÉ;MG;3347
3100302;40053;ABRE CAMPO;MG;1025
3100401;40070;ACAIACA;MG;510
3100500;40096;AÇUCENA;MG;852
3100609;40118;ÁGUA BOA;MG;809
3100708;40134;ÁGUA COMPRIDA;MG;277
3100807;40150;AGUANIL;MG;561
3100906;40177;ÁGUAS FORMOSAS;MG;1527
3101003;40193;ÁGUAS VERMELHAS;MG;1212
3101102;40215;AIMORÉS;MG;3109
3101201;40231;AIURUOCA;MG;596
3101300;40258;ALAGOA;MG;483
3101409;40274;ALBERTINA;MG;323
3101508;40290;ALÉM PARAÍBA;MG;3982
3101607;40312;ALFENAS;MG;10268
3101631;40002;ALFREDO VASCONCELOS;MG;730
3101706;40339;ALMENARA;MG;3993
3101805;40355;ALPERCATA;MG;1235
3101904;40371;ALPINÓPOLIS;MG;2086
3102001;40398;ALTEROSA;MG;1786
3102050;41661;ALTO CAPARAÓ;MG;549
3102100;40410;ALTO RIO DOCE;MG;1015
3102209;40436;ALVARENGA;MG;332
3102308;40452;ALVINÓPOLIS;MG;1176
3102407;40479;ALVORADA DE MINAS;MG;394
3102506;40495;AMPARO DO SERRA;MG;346
3102605;40517;ANDRADAS;MG;4930
3102704;40533;CACHOEIRA DE PAJEÚ;MG;758
3102803;40550;ANDRELÂNDIA;MG;1494
3102852;41688;ANGELÂNDIA;MG;544
3102902;40576;ANTÔNIO CARLOS;MG;1267
3103009;40592;ANTÔNIO DIAS;MG;864
3103108;40614;ANTÔNIO PRADO DE MINAS;MG;156
3103207;40630;ARAÇAÍ;MG;532
3103306;40657;ARACITABA;MG;212
3103405;40673;ARAÇUAÍ;MG;4580
3103504;40690;ARAGUARI;MG;18614
3103603;40711;ARANTINA;MG;535
3103702;40738;ARAPONGA;MG;413
3103751;40029;ARAPORÃ;MG;1562
3103801;40754;ARAPUÁ;MG;232
3103900;40770;ARAÚJOS;MG;1787
3104007;40797;ARAXÁ;MG;17631
3104106;40819;ARCEBURGO;MG;1524
3104205;40835;ARCOS;MG;7370
3104304;40851;AREADO;MG;1950
3104403;40878;ARGIRITA;MG;315
3104452;41700;ARICANDUVA;MG;287
3104502;40894;ARINOS;MG;1720
3104601;40916;ASTOLFO DUTRA;MG;1509
3104700;40932;ATALÉIA;MG;901
3104809;40959;AUGUSTO DE LIMA;MG;702
3104908;40975;BAEPENDI;MG;2111
3105004;40991;BALDIM;MG;1402
3105103;41017;BAMBUÍ;MG;3776
3105202;41033;BANDEIRA;MG;318
3105301;41050;BANDEIRA DO SUL;MG;665
3105400;41076;BARÃO DE COCAIS;MG;3867
3105509;41092;BARÃO DE MONTE ALTO;MG;688
3105608;41114;BARBACENA;MG;13808
3105707;41130;BARRA LONGA;MG;661
3105905;41173;BARROSO;MG;2724
3106002;41190;BELA VISTA DE MINAS;MG;1085
3106101;41211;BELMIRO BRAGA;MG;392
3106200;41238;BELO HORIZONTE;MG;179541
3106309;41254;BELO ORIENTE;MG;2659
3106408;41270;BELO VALE;MG;1336
3106507;41297;BERILO;MG;779
3106606;41319;BERTÓPOLIS;MG;316
3106655;41726;BERIZAL;MG;398
3106705;41335;BETIM;MG;37813
3106804;41351;BIAS FORTES;MG;519
3106903;41378;BICAS;MG;1688
3107000;41394;BIQUINHAS;MG;435
3107109;41416;BOA ESPERANÇA;MG;5138
3107208;41432;BOCAINA DE MINAS;MG;472
3107307;41459;BOCAIÚVA;MG;4532
3107406;41475;BOM DESPACHO;MG;8606
3107505;41491;BOM JARDIM DE MINAS;MG;939
3107604;41513;BOM JESUS DA PENHA;MG;637
3107703;41530;BOM JESUS DO AMPARO;MG;682
3107802;41556;BOM JESUS DO GALHO;MG;1379
3107901;41572;BOM REPOUSO;MG;998
3108008;41599;BOM SUCESSO;MG;3074
3108107;41610;BONFIM;MG;1738
3108206;41637;BONFINÓPOLIS DE MINAS;MG;712
3108255;41742;BONITO DE MINAS;MG;468
3108305;41653;BORDA DA MATA;MG;2350
3108404;41670;BOTELHOS;MG;1719
3108503;41696;BOTUMIRIM;MG;622
3108552;40045;BRASILÂNDIA DE MINAS;MG;2141
3108602;41718;BRASÍLIA DE MINAS;MG;2773
3108701;41734;BRÁS PIRES;MG;423
3108800;41750;BRAÚNAS;MG;352
3108909;41777;BRAZÓPOLIS;MG;2139
3109006;41793;BRUMADINHO;MG;8676
3109105;41815;BUENO BRANDÃO;MG;1070
3109204;41831;BUENÓPOLIS;MG;1443
3109253;41769;BUGRE;MG;373
3109303;41858;BURITIS;MG;3120
3109402;41874;BURITIZEIRO;MG;2983
3109451;41785;CABECEIRA GRANDE;MG;999
3109501;41890;CABO VERDE;MG;981
3109600;41912;CACHOEIRA DA PRATA;MG;727
3109709;41939;CACHOEIRA DE MINAS;MG;1666
3109808;41955;CACHOEIRA DOURADA;MG;411
3109907;41971;CAETANÓPOLIS;MG;2318
3110004;41998;CAETÉ;MG;5055
3110103;42013;CAIANA;MG;351
3110202;42030;CAJURI;MG;445
3110301;42056;CALDAS;MG;1851
3110400;42072;CAMACHO;MG;335
3110509;42099;CAMANDUCAIA;MG;3394
3110608;42110;CAMBUÍ;MG;3233
3110707;42137;CAMBUQUIRA;MG;1873
3110806;42153;CAMPANÁRIO;MG;409
3110905;42170;CAMPANHA;MG;1961
3111002;42196;CAMPESTRE;MG;1497
3111101;42218;CAMPINA VERDE;MG;3122
3111150;41807;CAMPO AZUL;MG;335
3111200;42234;CAMPO BELO;MG;7291
3111309;42250;CAMPO DO MEIO;MG;1333
3111408;42277;CAMPO FLORIDO;MG;933
3111507;42293;CAMPOS ALTOS;MG;1893
3111606;42315;CAMPOS GERAIS;MG;2682
3111705;42331;CANAÃ;MG;302
3111804;42358;CANÁPOLIS;MG;1411
3111903;42374;CANA VERDE;MG;816
3112000;42390;CANDEIAS;MG;1832
3112059;41823;CANTAGALO;MG;407
3112109;42412;CAPARAÓ;MG;274
3112208;42439;CAPELA NOVA;MG;536
3112307;42455;CAPELINHA;MG;4203
3112406;42471;CAPETINGA;MG;896
3112505;42498;CAPIM BRANCO;MG;2229
3112604;42510;CAPINÓPOLIS;MG;2158
3112653;40061;CAPITÃO ANDRADE;MG;540
3112703;42536;CAPITÃO ENÉAS;MG;1525
3112802;42552;CAPITÓLIO;MG;2819
3112901;42579;CAPUTIRA;MG;461
3113008;42595;CARAÍ;MG;1138
3113107;42617;CARANAÍBA;MG;345
3113206;42633;CARANDAÍ;MG;3072
3113305;42650;CARANGOLA;MG;2962
3113404;42676;CARATINGA;MG;8113
3113503;42692;CARBONITA;MG;1291
3113602;42714;CAREAÇU;MG;812
3113701;42730;CARLOS CHAGAS;MG;1821
3113800;42757;CARMÉSIA;MG;228
3113909;42773;CARMO DA CACHOEIRA;MG;1214
3114006;42790;CARMO DA MATA;MG;1444
3114105;42811;CARMO DE MINAS;MG;1417
3114204;42838;CARMO DO CAJURU;MG;4507
3114303;42854;CARMO DO PARANAÍBA;MG;4581
3114402;42870;CARMO DO RIO CLARO;MG;2718
3114501;42897;CARMÓPOLIS DE MINAS;MG;2396
3114550;40088;CARNEIRINHO;MG;2147
3114600;42919;CARRANCAS;MG;609
3114709;42935;CARVALHÓPOLIS;MG;418
3114808;42951;CARVALHOS;MG;722
3114907;42978;CASA GRANDE;MG;378
3115003;42994;CASCALHO RICO;MG;395
3115102;43010;CÁSSIA;MG;2763
3115201;43036;CONCEIÇÃO DA BARRA DE MINAS;MG;475
3115300;43052;CATAGUASES;MG;7000
3115359;41840;CATAS ALTAS;MG;939
3115409;43079;CATAS ALTAS DA NORUEGA;MG;298
3115458;40100;CATUJI;MG;387
3115474;41866;CATUTI;MG;372
3115508;43095;CAXAMBU;MG;3214
3115607;43117;CEDRO DO ABAETÉ;MG;265
3115706;43133;CENTRAL DE MINAS;MG;777
3115805;43150;CENTRALINA;MG;1569
3115904;43176;CHÁCARA;MG;309
3116001;43192;CHALÉ;MG;380
3116100;43214;CHAPADA DO NORTE;MG;717
3116159;41882;CHAPADA GAÚCHA;MG;869
3116209;43230;CHIADOR;MG;409
3116308;43257;CIPOTÂNEA;MG;430
3116407;43273;CLARAVAL;MG;497
3116506;43290;CLARO DOS POÇÕES;MG;1004
3116605;43311;CLÁUDIO;MG;3745
3116704;43338;COIMBRA;MG;914
3116803;43354;COLUNA;MG;566
3116902;43370;COMENDADOR GOMES;MG;307
3117009;43397;COMERCINHO;MG;366
3117108;43419;CONCEIÇÃO DA APARECIDA;MG;1176
3117207;43435;CONCEIÇÃO DAS PEDRAS;MG;521
3117306;43451;CONCEIÇÃO DAS ALAGOAS;MG;3815
3117405;43478;CONCEIÇÃO DE IPANEMA;MG;333
3117504;43494;CONCEIÇÃO DO MATO DENTRO;MG;2337
3117603;43516;CONCEIÇÃO DO PARÁ;MG;1507
3117702;43532;CONCEIÇÃO DO RIO VERDE;MG;1649
3117801;43559;CONCEIÇÃO DOS OUROS;MG;1623
3117836;41904;CÔNEGO MARINHO;MG;820
3117876;41920;CONFINS;MG;1920
3117900;43575;CONGONHAL;MG;1639
3118007;43591;CONGONHAS;MG;7284
3118106;43613;CONGONHAS DO NORTE;MG;722
3118205;43630;CONQUISTA;MG;1676
3118304;43656;CONSELHEIRO LAFAIETE;MG;14045
3118403;43672;CONSELHEIRO PENA;MG;2531
3118502;43699;CONSOLAÇÃO;MG;204
3118601;43710;CONTAGEM;MG;53892
3118700;43737;COQUEIRAL;MG;1108
3118809;43753;CORAÇÃO DE JESUS;MG;2083
3118908;43770;CORDISBURGO;MG;1322
3119005;43796;CORDISLÂNDIA;MG;420
3119104;43818;CORINTO;MG;3383
3119203;43834;COROACI;MG;584
3119302;43850;COROMANDEL;MG;4365
3119401;43877;CORONEL FABRICIANO;MG;10705
3119500;43893;CORONEL MURTA;MG;769
3119609;43915;CORONEL PACHECO;MG;522
3119708;43931;CORONEL XAVIER CHAVES;MG;482
3119807;43958;CÓRREGO DANTA;MG;454
3119906;43974;CÓRREGO DO BOM JESUS;MG;682
3119955;41947;CÓRREGO FUNDO;MG;990
3120003;43990;CÓRREGO NOVO;MG;317
3120102;44016;COUTO DE MAGALHÃES DE MINAS;MG;708
3120151;41963;CRISÓLITA;MG;413
3120201;44032;CRISTAIS;MG;1220
3120300;44059;CRISTÁLIA;MG;612
3120409;44075;CRISTIANO OTONI;MG;643
3120508;44091;CRISTINA;MG;1255
3120607;44113;CRUCILÂNDIA;MG;713
3120706;44130;CRUZEIRO DA FORTALEZA;MG;638
3120805;44156;CRUZÍLIA;MG;1853
3120839;41980;CUPARAQUE;MG;543
3120870;42005;CURRAL DE DENTRO;MG;892
3120904;44172;CURVELO;MG;12498
3121001;44199;DATAS;MG;636
3121100;44210;DELFIM MOREIRA;MG;884
3121209;44237;DELFINÓPOLIS;MG;1441
3121258;42021;DELTA;MG;1131
3121308;44253;DESCOBERTO;MG;624
3121407;44270;DESTERRO DE ENTRE RIOS;MG;933
3121506;44296;DESTERRO DO MELO;MG;211
3121605;44318;DIAMANTINA;MG;6517
3121704;44334;DIOGO DE VASCONCELOS;MG;288
3121803;44350;DIONÍSIO;MG;817
3121902;44377;DIVINÉSIA;MG;504
3122009;44393;DIVINO;MG;1364
3122108;44415;DIVINO DAS LARANJEIRAS;MG;674
3122207;44431;DIVINOLÂNDIA DE MINAS;MG;760
3122306;44458;DIVINÓPOLIS;MG;29984
3122355;40126;DIVISA ALEGRE;MG;582
3122405;44474;DIVISA NOVA;MG;1017
3122454;40142;DIVISÓPOLIS;MG;676
3122470;42048;DOM BOSCO;MG;571
3122504;44490;DOM CAVATI;MG;609
3122603;44512;DOM JOAQUIM;MG;570
3122702;44539;DOM SILVÉRIO;MG;699
3122801;44555;DOM VIÇOSO;MG;502
3122900;44571;DONA EUSÉBIA;MG;626
3123007;44598;DORES DE CAMPOS;MG;946
3123106;44610;DORES DE GUANHÃES;MG;424
3123205;44636;DORES DO INDAIÁ;MG;2323
3123304;44652;DORES DO TURVO;MG;431
3123403;44679;DORESÓPOLIS;MG;286
3123502;44695;DOURADOQUARA;MG;323
3123528;40169;DURANDÉ;MG;356
3123601;44717;ELÓI MENDES;MG;2987
3123700;44733;ENGENHEIRO CALDAS;MG;1015
3123809;44750;ENGENHEIRO NAVARRO;MG;834
3123858;40185;ENTRE FOLHAS;MG;467
3123908;44776;ENTRE RIOS DE MINAS;MG;1899
3124005;44792;ERVÁLIA;MG;1784
3124104;44814;ESMERALDAS;MG;13167
3124203;44830;ESPERA FELIZ;MG;1910
3124302;44857;ESPINOSA;MG;3036
3124401;44873;ESPÍRITO SANTO DO DOURADO;MG;439
3124500;44890;ESTIVA;MG;1041
3124609;44911;ESTRELA DALVA;MG;330
3124708;44938;ESTRELA DO INDAIÁ;MG;704
3124807;44954;ESTRELA DO SUL;MG;1101
3124906;44970;EUGENÓPOLIS;MG;1017
3125002;44997;EWBANK DA CÂMARA;MG;346
3125101;45012;EXTREMA;MG;5438
3125200;45039;FAMA;MG;745
3125309;45055;FARIA LEMOS;MG;319
3125408;45071;FELÍCIO DOS SANTOS;MG;594
3125507;45098;SÃO GONÇALO DO RIO PRETO;MG;424
3125606;45110;FELISBURGO;MG;733
3125705;45136;FELIXLÂNDIA;MG;2808
3125804;45152;FERNANDES TOURINHO;MG;308
3125903;45179;FERROS;MG;834
3125952;40207;FERVEDOURO;MG;656
3126000;45195;FLORESTAL;MG;1424
3126109;45217;FORMIGA;MG;9303
3126208;45233;FORMOSO;MG;1015
3126307;45250;FORTALEZA DE MINAS;MG;439
3126406;45276;FORTUNA DE MINAS;MG;647
3126505;45292;FRANCISCO BADARÓ;MG;720
3126604;45314;FRANCISCO DUMONT;MG;707
3126703;45330;FRANCISCO SÁ;MG;1863
3126752;40223;FRANCISCÓPOLIS;MG;280
3126802;45357;FREI GASPAR;MG;387
3126901;45373;FREI INOCÊNCIO;MG;844
3126950;42064;FREI LAGONEGRO;MG;125
3127008;45390;FRONTEIRA;MG;3397
3127057;49352;FRONTEIRA DOS VALES;MG;359
3127073;42080;FRUTA DE LEITE;MG;551
3127107;45411;FRUTAL;MG;8831
