IBGE;TSE;MUNICIPIO;UF;PIP
3139409;47872;MANHUAÇU;MG;5458
3139508;47899;MANHUMIRIM;MG;1750
3139607;47910;MANTENA;MG;3076
3139706;47937;MARAVILHAS;MG;1011
3139805;47953;MAR DE ESPANHA;MG;1387
3139904;47970;MARIA DA FÉ;MG;1689
3140001;47996;MARIANA;MG;6026
3140100;48011;MARILAC;MG;542
3140159;41025;MÁRIO CAMPOS;MG;2067
3140209;48038;MARIPÁ DE MINAS;MG;364
3140308;48054;MARLIÉRIA;MG;641
3140407;48070;MARMELÓPOLIS;MG;459
3140506;48097;MARTINHO CAMPOS;MG;2728
3140530;41041;MARTINS SOARES;MG;444
3140555;40428;MATA VERDE;MG;494
3140605;48119;MATERLÂNDIA;MG;376
3140704;48135;MATEUS LEME;MG;6205
3140803;48151;MATIAS BARBOSA;MG;1887
3140852;40444;MATIAS CARDOSO;MG;854
3140902;48178;MATIPÓ;MG;1463
3141009;48194;MATO VERDE;MG;1135
3141108;48216;MATOZINHOS;MG;5448
3141207;48232;MATUTINA;MG;697
3141306;48259;MEDEIROS;MG;551
3141405;48275;MEDINA;MG;1755
3141504;48291;MENDES PIMENTEL;MG;456
3141603;48313;MERCÊS;MG;1016
3141702;48330;MESQUITA;MG;452
3141801;48356;MINAS NOVAS;MG;1903
3141900;48372;MINDURI;MG;577
3142007;48399;MIRABELA;MG;1459
3142106;48410;MIRADOURO;MG;726
3142205;48437;MIRAÍ;MG;1233
3142254;41068;MIRAVÂNIA;MG;333
3142304;48453;MOEDA;MG;1011
3142403;48470;MOEMA;MG;1478
3142502;48496;MONJOLOS;MG;389
3142601;48518;MONSENHOR PAULO;MG;873
3142700;48534;MONTALVÂNIA;MG;1660
3142809;48550;MONTE ALEGRE DE MINAS;MG;2765
3142908;48577;MONTE AZUL;MG;2324
3143005;48593;MONTE BELO;MG;1926
3143104;48615;MONTE CARMELO;MG;7520
3143153;41084;MONTE FORMOSO;MG;210
3143203;48631;MONTE SANTO DE MINAS;MG;3191
3143302;48658;MONTES CLAROS;MG;39096
3143401;48674;MONTE SIÃO;MG;3724
3143450;40460;MONTEZUMA;MG;568
3143500;48690;MORADA NOVA DE MINAS;MG;1708
3143609;48712;MORRO DA GARÇA;MG;488
3143708;48739;MORRO DO PILAR;MG;431
3143807;48755;MUNHOZ;MG;846
3143906;48771;MURIAÉ;MG;10510
3144003;48798;MUTUM;MG;1842
3144102;48810;MUZAMBINHO;MG;2750
3144201;48836;NACIP RAYDAN;MG;361
3144300;48852;NANUQUE;MG;4861
3144359;40487;NAQUE;MG;777
3144375;41106;NATALÂNDIA;MG;408
3144409;48879;NATÉRCIA;MG;747
3144508;48895;NAZARENO;MG;1298
3144607;48917;NEPOMUCENO;MG;2925
3144656;41122;NINHEIRA;MG;536
3144672;41149;NOVA BELÉM;MG;174
3144706;48933;NOVA ERA;MG;2324
3144805;48950;NOVA LIMA;MG;19944
3144904;48976;NOVA MÓDICA;MG;313
3145000;48992;NOVA PONTE;MG;2784
3145059;41165;NOVA PORTEIRINHA;MG;578
3145109;49018;NOVA RESENDE;MG;1543
3145208;49034;NOVA SERRANA;MG;15159
3145307;49050;NOVO CRUZEIRO;MG;1478
3145356;40509;NOVO ORIENTE DE MINAS;MG;567
3145372;41181;NOVORIZONTE;MG;679
3145406;49077;OLARIA;MG;261
3145455;41203;OLHOS D'ÁGUA;MG;398
3145505;49093;OLÍMPIO NORONHA;MG;554
3145604;49115;OLIVEIRA;MG;5545
3145703;49131;OLIVEIRA FORTES;MG;283
3145802;49158;ONÇA DE PITANGUI;MG;592
3145851;41220;ORATÓRIOS;MG;294
3145877;41246;ORIZÂNIA;MG;438
3145901;49174;OURO BRANCO;MG;6190
3146008;49190;OURO FINO;MG;4550
3146107;49212;OURO PRETO;MG;11888
3146206;49239;OURO VERDE DE MINAS;MG;295
3146255;41262;PADRE CARVALHO;MG;585
3146305;49255;PADRE PARAÍSO;MG;1173
3146404;49271;PAINEIRAS;MG;703
3146503;49298;PAINS;MG;1226
3146552;41289;PAI PEDRO;MG;348
3146602;49310;PAIVA;MG;247
3146701;49336;PALMA;MG;764
3146750;40525;PALMÓPOLIS;MG;537
3146909;49379;PAPAGAIOS;MG;2021
3147006;49395;PARACATU;MG;9362
3147105;49417;PARÁ DE MINAS;MG;13642
3147204;49433;PARAGUAÇU;MG;3078
3147303;49450;PARAISÓPOLIS;MG;2864
3147402;49476;PARAOPEBA;MG;3120
3147501;49492;PASSABÉM;MG;188
3147600;49514;PASSA QUATRO;MG;2191
3147709;49530;PASSA TEMPO;MG;1393
3147808;49557;PASSA VINTE;MG;253
3147907;49573;PASSOS;MG;14711
3147956;41300;PATIS;MG;443
3148004;49590;PATOS DE MINAS;MG;23873
3148103;49611;PATROCÍNIO;MG;14532
3148202;49638;PATROCÍNIO DO MURIAÉ;MG;619
3148301;49654;PAULA CÂNDIDO;MG;781
3148400;49670;PAULISTAS;MG;273
3148509;49697;PAVÃO;MG;540
3148608;49719;PEÇANHA;MG;1308
3148707;49735;PEDRA AZUL;MG;2604
3148756;41327;PEDRA BONITA;MG;219
3148806;49751;PEDRA DO ANTA;MG;278
3148905;49778;PEDRA DO INDAIÁ;MG;542
3149002;49794;PEDRA DOURADA;MG;251
3149101;49816;PEDRALVA;MG;1293
3149150;40541;PEDRAS DE MARIA DA CRUZ;MG;725
3149200;49832;PEDRINÓPOLIS;MG;574
3149309;49859;PEDRO LEOPOLDO;MG;8191
3149408;49875;PEDRO TEIXEIRA;MG;267
3149507;49891;PEQUERI;MG;630
3149606;49913;PEQUI;MG;859
3149705;49930;PERDIGÃO;MG;3388
3149804;49956;PERDIZES;MG;1867
3149903;49972;PERDÕES;MG;3333
3149952;40568;PERIQUITO;MG;1263
3150000;49999;PESCADOR;MG;360
3150109;50016;PIAU;MG;426
3150158;41343;PIEDADE DE CARATINGA;MG;592
3150208;50032;PIEDADE DE PONTE NOVA;MG;313
3150307;50059;PIEDADE DO RIO GRANDE;MG;668
3150406;50075;PIEDADE DOS GERAIS;MG;598
3150505;50091;PIMENTA;MG;1647
3150539;41360;PINGO D'ÁGUA;MG;618
3150570;41386;PINTÓPOLIS;MG;428
3150604;50113;PIRACEMA;MG;958
3150703;50130;PIRAJUBA;MG;971
3150802;50156;PIRANGA;MG;1226
3150901;50172;PIRANGUÇU;MG;989
3151008;50199;PIRANGUINHO;MG;1422
3151107;50210;PIRAPETINGA;MG;1072
3151206;50237;PIRAPORA;MG;8055
3151305;50253;PIRAÚBA;MG;1436
3151404;50270;PITANGUI;MG;3753
3151503;50296;PIUMHI;MG;4988
3151602;50318;PLANURA;MG;2756
3151701;50334;POÇO FUNDO;MG;1611
3151800;50350;POÇOS DE CALDAS;MG;23603
3151909;50377;POCRANE;MG;814
3152006;50393;POMPÉU;MG;5012
3152105;50415;PONTE NOVA;MG;6249
3152131;41408;PONTO CHIQUE;MG;400
3152170;40584;PONTO DOS VOLANTES;MG;723
3152204;50431;PORTEIRINHA;MG;2972
3152303;50458;PORTO FIRME;MG;748
3152402;50474;POTÉ;MG;1164
3152501;50490;POUSO ALEGRE;MG;18656
3152600;50512;POUSO ALTO;MG;873
3152709;50539;PRADOS;MG;1254
3152808;50555;PRATA;MG;4080
3152907;50571;PRATÁPOLIS;MG;1211
3153004;50598;PRATINHA;MG;435
3153103;50610;PRESIDENTE BERNARDES;MG;364
3153202;50636;PRESIDENTE JUSCELINO;MG;472
3153301;50652;PRESIDENTE KUBITSCHEK;MG;366
3153400;50679;PRESIDENTE OLEGÁRIO;MG;3092
3153509;50695;ALTO JEQUITIBÁ;MG;697
3153608;50717;PRUDENTE DE MORAIS;MG;1498
3153707;50733;QUARTEL GERAL;MG;803
3153806;50750;QUELUZITO;MG;310
3153905;50776;RAPOSOS;MG;1550
3154002;50792;RAUL SOARES;MG;2042
3154101;50814;RECREIO;MG;1372
3154150;41424;REDUTO;MG;457
3154200;50830;RESENDE COSTA;MG;1636
3154309;50857;RESPLENDOR;MG;1952
3154408;50873;RESSAQUINHA;MG;685
3154457;40606;RIACHINHO;MG;952
3154507;50890;RIACHO DOS MACHADOS;MG;560
3154606;50911;RIBEIRÃO DAS NEVES;MG;26673
3154705;50938;RIBEIRÃO VERMELHO;MG;823
3154804;50954;RIO ACIMA;MG;1872
3154903;50970;RIO CASCA;MG;1287
3155009;50997;RIO DOCE;MG;346
3155108;51012;RIO DO PRADO;MG;438
3155207;51039;RIO ESPERA;MG;825
3155306;51055;RIO MANSO;MG;1293
3155405;51071;RIO NOVO;MG;1124
3155504;51098;RIO PARANAÍBA;MG;1965
3155603;51110;RIO PARDO DE MINAS;MG;1683
3155702;51136;RIO PIRACICABA;MG;2343
3155801;51152;RIO POMBA;MG;1562
3155900;51179;RIO PRETO;MG;733
3156007;51195;RIO VERMELHO;MG;885
3156106;51217;RITÁPOLIS;MG;973
3156205;51233;ROCHEDO DE MINAS;MG;325
3156304;51250;RODEIRO;MG;1069
3156403;51276;ROMARIA;MG;491
3156452;40622;ROSÁRIO DA LIMEIRA;MG;314
3156502;51292;RUBELITA;MG;506
3156601;51314;RUBIM;MG;893
3156700;51330;SABARÁ;MG;12051
3156809;51357;SABINÓPOLIS;MG;1452
3156908;51373;SACRAMENTO;MG;4400
3157005;51390;SALINAS;MG;4899
3157104;51411;SALTO DA DIVISA;MG;901
3157203;51438;SANTA BÁRBARA;MG;3835
3157252;40649;SANTA BÁRBARA DO LESTE;MG;357
3157278;41440;SANTA BÁRBARA DO MONTE VERDE;MG;393
3157302;51454;SANTA BÁRBARA DO TUGÚRIO;MG;347
3157336;41467;SANTA CRUZ DE MINAS;MG;838
3157377;41483;SANTA CRUZ DE SALINAS;MG;275
3157401;51470;SANTA CRUZ DO ESCALVADO;MG;492
3157500;51497;SANTA EFIGÊNIA DE MINAS;MG;538
3157609;51519;SANTA FÉ DE MINAS;MG;441
3157658;41505;SANTA HELENA DE MINAS;MG;400
3157708;51535;SANTA JULIANA;MG;1967
3157807;51551;SANTA LUZIA;MG;20012
3157906;51578;SANTA MARGARIDA;MG;877
3158003;51594;SANTA MARIA DE ITABIRA;MG;937
3158102;51616;SANTA MARIA DO SALTO;MG;577
3158201;51632;SANTA MARIA DO SUAÇUÍ;MG;1379
3158300;51659;SANTANA DA VARGEM;MG;670
3158409;51675;SANTANA DE CATAGUASES;MG;417
3158508;51691;SANTANA DE PIRAPAMA;MG;787
3158607;51713;SANTANA DO DESERTO;MG;526
3158706;51730;SANTANA DO GARAMBÉU;MG;295
3158805;51756;SANTANA DO JACARÉ;MG;561
3158904;51772;SANTANA DO MANHUAÇU;MG;501
3158953;40681;SANTANA DO PARAÍSO;MG;4781
3159001;51799;SANTANA DO RIACHO;MG;1244
3159100;51810;SANTANA DOS MONTES;MG;376
3159209;51837;SANTA RITA DE CALDAS;MG;988
3159308;51853;SANTA RITA DE JACUTINGA;MG;625
3159357;40665;SANTA RITA DE MINAS;MG;391
3159407;51870;SANTA RITA DE IBITIPOCA;MG;389
3159506;51896;SANTA RITA DO ITUETO;MG;353
3159605;51918;SANTA RITA DO SAPUCAÍ;MG;4986
3159704;51934;SANTA ROSA DA SERRA;MG;439
3159803;51950;SANTA VITÓRIA;MG;3722
3159902;51977;SANTO ANTÔNIO DO AMPARO;MG;2500
3160009;51993;SANTO ANTÔNIO DO AVENTUREIRO;MG;417
3160108;52019;SANTO ANTÔNIO DO GRAMA;MG;442
3160207;52035;SANTO ANTÔNIO DO ITAMBÉ;MG;490
3160306;52051;SANTO ANTÔNIO DO JACINTO;MG;679
3160405;52078;SANTO ANTÔNIO DO MONTE;MG;4378
3160454;41521;SANTO ANTÔNIO DO RETIRO;MG;382
3160504;52094;SANTO ANTÔNIO DO RIO ABAIXO;MG;148
3160603;52116;SANTO HIPÓLITO;MG;628
3160702;52132;SANTOS DUMONT;MG;4845
3160801;52159;SÃO BENTO ABADE;MG;575
3160900;52175;SÃO BRÁS DO SUAÇUÍ;MG;1278
3160959;41548;SÃO DOMINGOS DAS DORES;MG;307
3161007;52191;SÃO DOMINGOS DO PRATA;MG;2123
3161056;41564;SÃO FÉLIX DE MINAS;MG;317
3161106;52213;SÃO FRANCISCO;MG;4686
3161205;52230;SÃO FRANCISCO DE PAULA;MG;920
3161304;52256;SÃO FRANCISCO DE SALES;MG;965
3161403;52272;SÃO FRANCISCO DO GLÓRIA;MG;345
3161502;52299;SÃO GERALDO;MG;1553
3161601;52310;SÃO GERALDO DA PIEDADE;MG;489
3161650;41580;SÃO GERALDO DO BAIXIO;MG;342
3161700;52337;SÃO GONÇALO DO ABAETÉ;MG;1037
3161809;52353;SÃO GONÇALO DO PARÁ;MG;1793
3161908;52370;SÃO GONÇALO DO RIO ABAIXO;MG;2501
3162005;52396;SÃO GONÇALO DO SAPUCAÍ;MG;2862
3162104;52418;SÃO GOTARDO;MG;5340
3162203;52434;SÃO JOÃO BATISTA DO GLÓRIA;MG;1333
3162252;40703;SÃO JOÃO DA LAGOA;MG;326
3162302;52450;SÃO JOÃO DA MATA;MG;401
3162401;52477;SÃO JOÃO DA PONTE;MG;1439
3162450;41602;SÃO JOÃO DAS MISSÕES;MG;401
3162500;52493;SÃO JOÃO DEL REI;MG;11699
3162559;40720;SÃO JOÃO DO MANHUAÇU;MG;615
3162575;40746;SÃO JOÃO DO MANTENINHA;MG;598
3162609;52515;SÃO JOÃO DO ORIENTE;MG;729
3162658;40762;SÃO JOÃO DO PACUÍ;MG;304
3162708;52531;SÃO JOÃO DO PARAÍSO;MG;1348
3162807;52558;SÃO JOÃO EVANGELISTA;MG;1644
3162906;52574;SÃO JOÃO NEPOMUCENO;MG;3410
3162922;41629;SÃO JOAQUIM DE BICAS;MG;4154
3162948;41645;SÃO JOSÉ DA BARRA;MG;1618
3162955;40789;SÃO JOSÉ DA LAPA;MG;3086
3163003;52590;SÃO JOSÉ DA SAFIRA;MG;360
3163102;52612;SÃO JOSÉ DA VARGINHA;MG;636
3163201;52639;SÃO JOSÉ DO ALEGRE;MG;695
3163300;52655;SÃO JOSÉ DO DIVINO;MG;341
3163409;52671;SÃO JOSÉ DO GOIABAL;MG;524
3163508;52698;SÃO JOSÉ DO JACURI;MG;369
3163607;52710;SÃO JOSÉ DO MANTIMENTO;MG;210
3163706;52736;SÃO LOURENÇO;MG;5516
3163805;52752;SÃO MIGUEL DO ANTA;MG;510
3163904;52779;SÃO PEDRO DA UNIÃO;MG;810
3164001;52795;SÃO PEDRO DOS FERROS;MG;773
3164100;52817;SÃO PEDRO DO SUAÇUÍ;MG;467
3164209;52833;SÃO ROMÃO;MG;994
3164308;52850;SÃO ROQUE DE MINAS;MG;1064
3164407;52876;SÃO SEBASTIÃO DA BELA VISTA;MG;618
3164431;42340;SÃO SEBASTIÃO DA VARGEM ALEGRE;MG;234
3164472;42366;SÃO SEBASTIÃO DO ANTA;MG;399
3164506;52892;SÃO SEBASTIÃO DO MARANHÃO;MG;685
3164605;52914;SÃO SEBASTIÃO DO OESTE;MG;1147
3164704;52930;SÃO SEBASTIÃO DO PARAÍSO;MG;10154
3164803;52957;SÃO SEBASTIÃO DO RIO PRETO;MG;170
3164902;52973;SÃO SEBASTIÃO DO RIO VERDE;MG;320
3165008;52990;SÃO TIAGO;MG;1285
3165107;53015;SÃO TOMÁS DE AQUINO;MG;711
3165206;53031;SÃO THOMÉ DAS LETRAS;MG;477
3165305;53058;SÃO VICENTE DE MINAS;MG;879
3165404;53074;SAPUCAÍ-MIRIM;MG;728
3165503;53090;SARDOÁ;MG;504
3165537;40800;SARZEDO;MG;4143
3165552;42404;SETUBINHA;MG;420
3165560;40827;SEM PEIXE;MG;344
3165578;40843;SENADOR AMARAL;MG;687
3165602;53112;SENADOR CORTES;MG;244
3165701;53139;SENADOR FIRMINO;MG;1006
3165800;53155;SENADOR JOSÉ BENTO;MG;298
3165909;53171;SENADOR MODESTINO GONÇALVES;MG;249
3166006;53198;SENHORA DE OLIVEIRA;MG;463
3166105;53210;SENHORA DO PORTO;MG;295
3166204;53236;SENHORA DOS REMÉDIOS;MG;1083
3166303;53252;SERICITA;MG;477
3166402;53279;SERITINGA;MG;260
3166501;53295;SERRA AZUL DE MINAS;MG;267
3166600;53317;SERRA DA SAUDADE;MG;105
3166709;53333;SERRA DOS AIMORÉS;MG;956
3166808;53350;SERRA DO SALITRE;MG;1563
3166907;53376;SERRANIA;MG;1083
3166956;42382;SERRANÓPOLIS DE MINAS;MG;359
3167004;53392;SERRANOS;MG;302
3167103;53414;SERRO;MG;2294
3167202;53430;SETE LAGOAS;MG;30596
3167301;53457;SILVEIRÂNIA;MG;275
3167400;53473;SILVIANÓPOLIS;MG;813
3167509;53490;SIMÃO PEREIRA;MG;615
3167608;53511;SIMONÉSIA;MG;808
3167707;53538;SOBRÁLIA;MG;600
3167806;53554;SOLEDADE DE MINAS;MG;792
3167905;53570;TABULEIRO;MG;404
3168002;53597;TAIOBEIRAS;MG;3690
3168051;42420;TAPARUBA;MG;291
3168101;53619;TAPIRA;MG;421
3168200;53635;TAPIRAÍ;MG;243
3168309;53651;TAQUARAÇU DE MINAS;MG;1179
3168408;53678;TARUMIRIM;MG;1244
3168507;53694;TEIXEIRAS;MG;1056
3168606;53716;TEÓFILO OTONI;MG;12139
3168705;53732;TIMÓTEO;MG;8337
3168804;53759;TIRADENTES;MG;2030
3168903;53775;TIROS;MG;976
3169000;53791;TOCANTINS;MG;1763
3169059;42587;TOCOS DO MOJI;MG;557
3169109;53813;TOLEDO;MG;869
3169208;53830;TOMBOS;MG;807
3169307;53856;TRÊS CORAÇÕES;MG;10235
3169356;41157;TRÊS MARIAS;MG;5068
3169406;53872;TRÊS PONTAS;MG;7086
3169505;53899;TUMIRITINGA;MG;725
3169604;53910;TUPACIGUARA;MG;5078
3169703;53937;TURMALINA;MG;2071
3169802;53953;TURVOLÂNDIA;MG;730
3169901;53970;UBÁ;MG;11539
3170008;53996;UBAÍ;MG;915
3170057;40860;UBAPORANGA;MG;579
3170107;54011;UBERABA;MG;47545
3170206;54038;UBERLÂNDIA;MG;86884
3170305;54054;UMBURATIBA;MG;330
3170404;54070;UNAÍ;MG;8781
3170438;42447;UNIÃO DE MINAS;MG;499
3170479;42463;URUANA DE MINAS;MG;515
3170503;54097;URUCÂNIA;MG;913
3170529;40886;URUCUIA;MG;895
3170578;40908;VARGEM ALEGRE;MG;605
3170602;54119;VARGEM BONITA;MG;326
3170651;42480;VARGEM GRANDE DO RIO PARDO;MG;443
3170701;54135;VARGINHA;MG;17014
3170750;42501;VARJÃO DE MINAS;MG;1131
3170800;54151;VÁRZEA DA PALMA;MG;4017
3170909;54178;VARZELÂNDIA;MG;1647
3171006;54194;VAZANTE;MG;3215
3171030;42528;VERDELÂNDIA;MG;488
3171071;42544;VEREDINHA;MG;661
3171105;54232;VERÍSSIMO;MG;637
3171154;42560;VERMELHO NOVO;MG;179
3171204;54259;VESPASIANO;MG;11280
3171303;54275;VIÇOSA;MG;7787
3171402;54291;VIEIRAS;MG;286
3171501;54313;MATHIAS LOBATO;MG;362
3171600;54330;VIRGEM DA LAPA;MG;1034
3171709;54356;VIRGÍNIA;MG;1427
3171808;54372;VIRGINÓPOLIS;MG;941
3171907;54399;VIRGOLÂNDIA;MG;582
3172004;54410;VISCONDE DO RIO BRANCO;MG;5389
3172103;54437;VOLTA GRANDE;MG;853
3172202;54216;WENCESLAU BRAZ;MG;449
3200102;56014;AFONSO CLÁUDIO;ES;2017
3200136;57991;ÁGUIA BRANCA;ES;530
3200169;56022;ÁGUA DOCE DO NORTE;ES;1039
3200201;56030;ALEGRE;ES;2693
3200300;56057;ALFREDO CHAVES;ES;1415
3200359;56065;ALTO RIO NOVO;ES;606
3200409;56073;ANCHIETA;ES;5434
3200508;56090;APIACÁ;ES;733
3200607;56111;ARACRUZ;ES;12264
3200706;56138;ATÍLIO VIVÁCQUA;ES;1120
3200805;56154;BAIXO GUANDU;ES;3145
3200904;56170;BARRA DE SÃO FRANCISCO;ES;3192
3201001;56197;BOA ESPERANÇA;ES;1470
3201100;56219;BOM JESUS DO NORTE;ES;792
3201159;56146;BREJETUBA;ES;525
3201209;56235;CACHOEIRO DE ITAPEMIRIM;ES;16145
3201308;56251;CARIACICA;ES;32806
3201407;56278;CASTELO;ES;2553
3201506;56294;COLATINA;ES;14339
3201605;56316;CONCEIÇÃO DA BARRA;ES;3395
3201704;56332;CONCEIÇÃO DO CASTELO;ES;770
3201803;56359;DIVINO DE SÃO LOURENÇO;ES;270
3201902;56375;DOMINGOS MARTINS;ES;2240
3202009;56391;DORES DO RIO PRETO;ES;450
3202108;56413;ECOPORANGA;ES;2213
3202207;56430;FUNDÃO;ES;3082
3202256;56308;GOVERNADOR LINDENBERG;ES;773
3202306;56456;GUAÇUÍ;ES;2206
3202405;56472;GUARAPARI;ES;15497
3202454;57096;IBATIBA;ES;1294
3202504;56499;IBIRAÇU;ES;1619
3202553;56502;IBITIRAMA;ES;599
3202603;56510;ICONHA;ES;1466
3202652;56049;IRUPI;ES;450
3202702;56537;ITAGUAÇU;ES;1257
3202801;56553;ITAPEMIRIM;ES;5823
3202900;56570;ITARANA;ES;864
3203007;56596;IÚNA;ES;1529
3203056;57134;JAGUARÉ;ES;2673
3203106;56618;JERÔNIMO MONTEIRO;ES;1063
3203130;56626;JOÃO NEIVA;ES;2296
3203163;57916;LARANJA DA TERRA;ES;603
3203205;56634;LINHARES;ES;14469
3203304;56650;MANTENÓPOLIS;ES;1154
3203320;56120;MARATAÍZES;ES;6036
3203346;56103;MARECHAL FLORIANO;ES;1399
3203353;57070;MARILÂNDIA;ES;1217
3203403;56677;MIMOSO DO SUL;ES;2116
3203502;56693;MONTANHA;ES;1954
3203601;56715;MUCURICI;ES;848
3203700;56731;MUNIZ FREIRE;ES;1046
3203809;56758;MUQUI;ES;1114
3203908;56774;NOVA VENÉCIA;ES;4946
3204005;56790;PANCAS;ES;1141
3204054;57150;PEDRO CANÁRIO;ES;2149
3204104;56812;PINHEIROS;ES;2183
3204203;56839;PIÚMA;ES;3011
3204252;56200;PONTO BELO;ES;800
3204302;56855;PRESIDENTE KENNEDY;ES;1869
3204351;57118;RIO BANANAL;ES;1456
3204401;56871;RIO NOVO DO SUL;ES;986
3204500;56898;SANTA LEOPOLDINA;ES;690
3204559;57932;SANTA MARIA DE JETIBÁ;ES;1975
3204609;56910;SANTA TERESA;ES;1747
3204658;56006;SÃO DOMINGOS DO NORTE;ES;687
3204708;56936;SÃO GABRIEL DA PALHA;ES;3205
3204807;56952;SÃO JOSÉ DO CALÇADO;ES;1040
3204906;56979;SÃO MATEUS;ES;13738
3204955;56162;SÃO ROQUE DO CANAÃ;ES;818
3205002;56995;SERRA;ES;46243
3205010;56189;SOORETAMA;ES;2016
3205036;57959;VARGEM ALTA;ES;1753
3205069;57975;VENDA NOVA DO IMIGRANTE;ES;2566
3205101;57010;VIANA;ES;7298
3205150;56081;VILA PAVÃO;ES;638
3205176;56227;VILA VALÉRIO;ES;707
3205200;57037;VILA VELHA;ES;30481
3205309;57053;VITÓRIA;ES;24254
3300100;58017;ANGRA DOS REIS;RJ;18079
3300159;58181;APERIBÉ;RJ;1325
3300209;58033;ARARUAMA;RJ;22954
3300225;58220;AREAL;RJ;1359
3300233;58408;ARMAÇÃO DOS BÚZIOS;RJ;6024
3300258;59277;ARRAIAL DO CABO;RJ;4541
3300308;58050;BARRA DO PIRAÍ;RJ;7210
3300407;58076;BARRA MANSA;RJ;10864
3300456;58041;BELFORD ROXO;RJ;22210
3300506;58092;BOM JARDIM;RJ;3430
3300605;58114;BOM JESUS DO ITABAPOANA;RJ;3332
3300704;58130;CABO FRIO;RJ;28579
3300803;58157;CACHOEIRAS DE MACACU;RJ;4001
3300902;58173;CAMBUCI;RJ;1631
3300936;58300;CARAPEBUS;RJ;1954
3300951;58165;COMENDADOR LEVY GASPARIAN;RJ;698
3301009;58190;CAMPOS DOS GOYTACAZES;RJ;54812
3301108;58211;CANTAGALO;RJ;2869
3301157;58068;CARDOSO MOREIRA;RJ;1752
3301207;58238;CARMO;RJ;1569
3301306;58254;CASIMIRO DE ABREU;RJ;6501
3301405;58270;CONCEIÇÃO DE MACABU;RJ;2003
3301504;58297;CORDEIRO;RJ;1809
3301603;58319;DUAS BARRAS;RJ;1267
3301702;58335;DUQUE DE CAXIAS;RJ;50462
3301801;58351;ENGENHEIRO PAULO DE FRONTIN;RJ;1920
3301850;58106;GUAPIMIRIM;RJ;8333
3301876;58262;IGUABA GRANDE;RJ;5499
3301900;58378;ITABORAÍ;RJ;26347
3302007;58394;ITAGUAÍ;RJ;8264
3302056;59293;ITALVA;RJ;1333
3302106;58416;ITAOCARA;RJ;2180
3302205;58432;ITAPERUNA;RJ;8975
3302254;58440;ITATIAIA;RJ;4745
3302270;58149;JAPERI;RJ;5760
3302304;58459;LAJE DO MURIAÉ;RJ;803
3302403;58475;MACAÉ;RJ;23793
3302452;58386;MACUCO;RJ;606
3302502;58491;MAGÉ;RJ;27692
3302601;58513;MANGARATIBA;RJ;8619
3302700;58530;MARICÁ;RJ;32905
3302809;58556;MENDES;RJ;2627
3302858;58467;MESQUITA;RJ;6887
3302908;58572;MIGUEL PEREIRA;RJ;4262
3303005;58599;MIRACEMA;RJ;2910
3303104;58610;NATIVIDADE;RJ;1694
3303203;58637;NILÓPOLIS;RJ;5260
3303302;58653;NITERÓI;RJ;39436
3303401;58670;NOVA FRIBURGO;RJ;22922
3303500;58696;NOVA IGUAÇU;RJ;45560
3303609;58718;PARACAMBI;RJ;2817
3303708;58734;PARAÍBA DO SUL;RJ;3875
3303807;58750;PARATY;RJ;4902
3303856;59315;PATY DO ALFERES;RJ;3998
3303906;58777;PETRÓPOLIS;RJ;33528
3303955;58246;PINHEIRAL;RJ;2049
3304003;58793;PIRAÍ;RJ;3816
3304102;58815;PORCIÚNCULA;RJ;1422
3304110;58327;PORTO REAL;RJ;2464
3304128;58025;QUATIS;RJ;1069
3304144;58122;QUEIMADOS;RJ;9070
3304151;58009;QUISSAMÃ;RJ;4119
3304201;58831;RESENDE;RJ;11960
3304300;58858;RIO BONITO;RJ;5352
3304409;58874;RIO CLARO;RJ;1392
3304508;58890;RIO DAS FLORES;RJ;742
3304524;58203;RIO DAS OSTRAS;RJ;20375
3304557;60011;RIO DE JANEIRO;RJ;237929
3304607;58912;SANTA MARIA MADALENA;RJ;1108
3304706;58939;SANTO ANTÔNIO DE PÁDUA;RJ;4194
3304755;58289;SÃO FRANCISCO DE ITABAPOANA;RJ;9422
3304805;58955;SÃO FIDÉLIS;RJ;3457
3304904;58971;SÃO GONÇALO;RJ;65641
3305000;58998;SÃO JOÃO DA BARRA;RJ;9841
3305109;59013;SÃO JOÃO DE MERITI;RJ;16167
3305133;58343;SÃO JOSÉ DE UBÁ;RJ;830
3305158;59331;SÃO JOSÉ DO VALE DO RIO PRETO;RJ;3101
3305208;59030;SÃO PEDRO DA ALDEIA;RJ;13270
3305307;59056;SÃO SEBASTIÃO DO ALTO;RJ;825
3305406;59072;SAPUCAIA;RJ;1507
3305505;59099;SAQUAREMA;RJ;15870
3305554;58424;SEROPÉDICA;RJ;6355
3305604;59110;SILVA JARDIM;RJ;2465
3305703;59137;SUMIDOURO;RJ;1185
3305752;58360;TANGUÁ;RJ;3023
3305802;59153;TERESÓPOLIS;RJ;14951
3305901;59170;TRAJANO DE MORAIS;RJ;1218
3306008;59196;TRÊS RIOS;RJ;4947
3306107;59218;VALENÇA;RJ;5491
3306156;58084;VARRE-SAI;RJ;755
3306206;59234;VASSOURAS;RJ;4079
3306305;59250;VOLTA REDONDA;RJ;18388
3500105;61018;ADAMANTINA;SP;6894
3500204;61034;ADOLFO;SP;1380
3500303;61050;AGUAÍ;SP;4134
